Country,1967-1972,1973-1978,1979-1984,1985-1990,1991-1996,1997-2001,2002-2006
Burundi,,6.0,7.0,7.0,10.17,12.8,14.4
Central African Republic,5.0,6.33,9.0,9.33,10.0,7.4,5.8
Peru,10.0,14.5,45.0,335.5,32.83,14.4,4.2
Portugal,3.5,9.67,20.5,15.67,13.0,4.0,
Colombia,11.0,18.0,28.5,35.5,38.67,25.4,11.0
Honduras,,13.0,19.67,24.67,28.0,,
Denmark,7.83,9.0,9.5,7.33,6.33,3.8,2.6
Brazil,,,,,25.0,29.0,24.8
Nigeria,5.0,4.5,7.17,14.0,17.0,16.2,14.0
Maldives,,,,,,18.0,17.2
Zambia,5.0,5.33,9.17,21.25,45.6,29.25,16.6
Papua New Guinea,,,9.0,10.0,10.33,13.0,11.8
India,5.5,8.67,9.67,10.0,12.0,8.2,6.0
Eswatini,,9.0,12.33,11.17,13.33,13.4,9.2
Egypt,5.0,6.0,11.83,13.33,16.0,11.8,9.8
Congo,5.0,6.33,9.0,9.33,10.0,7.4,5.8
Costa Rica,5.0,8.33,25.17,31.5,36.5,32.6,27.0
Montserrat,,,,,9.0,7.8,7.0
Switzerland,3.67,3.17,4.0,4.5,4.0,1.6,1.0
Guyana,7.0,7.33,13.17,20.17,20.5,11.2,6.2
Qatar,,,,,,,3.4
Morocco,4.0,4.67,6.17,8.75,7.0,5.25,3.2
Lao People's Democratic Republic,,,,,29.2,35.0,20.0
Russian Federation,,,,,104.0,38.6,14.6
Ecuador,8.0,8.0,14.67,26.5,47.0,38.4,11.0
South Africa,6.17,6.83,13.33,14.0,14.67,13.8,9.2
