Country,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019
Finland,1.15,1.15,1.0,0.95,0.95,0.9,0.9,0.8,0.7
Jordan,103.1,79.25,28.35,26.8,21.6,20.1,19.8,24.05,23.3
Trinidad and Tobago,,1.2,0.9,0.75,0.75,0.75,0.65,0.75,0.7
"Micronesia, Federated States of",80.3,131.75,137.25,136.75,139.4,141.1,140.75,141.7,141.4
Montenegro,,6.9,5.55,2.45,1.85,1.75,1.55,1.4,1.2
Marshall Islands,20.55,20.5,17.55,16.9,15.6,12.6,12.6,12.05,12.9
Estonia,7.75,5.65,1.85,1.8,1.7,1.45,1.25,1.15,1.0
Bangladesh,,,,,,17.85,14.8,22.05,8.7
Sudan,102.4,74.05,54.05,43.15,36.0,26.6,22.65,24.35,17.8
Croatia,15.0,12.1,10.1,8.25,7.75,6.35,5.4,6.9,6.2
Chile,13.55,12.55,10.55,9.35,7.3,5.9,5.9,5.8,2.7
"Bolivia, Plurinational State of",172.8,148.55,117.4,94.45,77.7,64.2,50.4,42.9,37.3
Lebanon,129.8,99.95,91.15,76.9,51.4,34.35,37.4,41.0,42.3
Zimbabwe,343.05,201.7,636.4,276.05,141.7,124.45,119.95,110.35,76.6
"Moldova, Republic of",21.55,13.95,10.2,7.45,6.1,5.0,5.25,5.3,4.0
"Venezuela, Bolivarian Republic of",40.9,27.1,18.4,27.1,26.9,42.75,112.9,372.6,211.8
South Africa,9.25,7.75,6.55,5.95,0.3,0.3,0.25,0.2,0.2
Norway,3.2,2.6,2.2,1.85,1.75,1.25,0.9,0.9,0.8
Eswatini,,42.15,36.9,33.45,26.65,25.5,20.0,17.35,10.7
Romania,9.15,4.95,4.2,2.85,3.0,2.35,2.05,0.4,0.3
Luxembourg,,11.9,8.65,1.95,1.9,1.95,1.85,1.7,1.6
Jamaica,15.85,10.6,8.3,5.25,6.95,5.65,4.65,4.6,4.2
Panama,14.75,14.15,12.25,10.15,9.55,7.25,6.65,6.3,5.8
Israel,5.5,5.2,4.4,4.25,4.2,3.8,3.35,3.0,2.7
Malaysia,32.55,25.85,21.0,16.55,15.75,7.4,10.2,12.15,11.1
Singapore,1.0,0.85,0.85,0.7,0.65,0.6,0.6,0.45,0.4
Lesotho,61.95,40.9,37.7,26.5,18.95,10.4,8.7,7.4,6.1
Honduras,69.15,61.55,54.45,45.9,45.35,44.05,39.95,39.4,28.1
kos,,,,27.55,24.85,11.65,1.1,1.0,1.4
Morocco,20.15,13.05,12.8,10.55,9.8,9.35,8.5,5.85,3.6
