Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Georgia,0.01,0.01,0.08,0.21,0.26,0.28,0.28
Chile,0.14,0.28,0.21,0.21,0.37,0.43,0.44
Greece,0.06,0.04,0.07,0.12,0.17,0.1,0.12
Latvia,0.12,0.37,0.37,0.34,0.44,0.47,0.41
Eswatini,26.66,47.13,36.4,31.52,29.35,18.25,10.28
Panama,0.75,0.78,0.73,0.69,0.65,0.63,0.61
Egypt,0.01,0.01,0.01,0.01,0.03,0.05,0.07
Luxembourg,0.12,0.1,0.12,0.14,0.16,0.15,0.13
"Moldova, Republic of",0.04,0.63,0.53,0.67,0.68,0.64,0.66
Italy,0.17,0.17,0.16,0.15,0.14,0.13,0.09
Timor-Leste,0.08,0.12,0.15,0.16,0.17,0.17,0.14
Philippines,0.01,0.01,0.01,0.04,0.13,0.22,0.33
Malawi,23.73,19.1,12.21,8.03,5.84,3.65,1.79
Namibia,14.48,22.66,16.04,10.8,8.3,6.96,4.88
Guyana,0.42,0.87,1.53,1.43,0.98,0.89,1.02
Mali,2.63,2.03,1.36,1.02,0.77,0.61,0.46
Senegal,0.58,1.13,0.89,0.39,0.21,0.16,0.13
Viet Nam,0.19,0.42,0.42,0.31,0.22,0.17,0.12
Argentina,0.34,0.32,0.27,0.26,0.24,0.21,0.18
Fiji,0.02,0.04,0.07,0.11,0.18,0.31,0.47
Indonesia,0.01,0.07,0.3,0.37,0.31,0.21,0.16
Cameroon,4.47,7.75,5.5,3.3,2.18,1.36,0.67
