Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020
Senegal,0.31,0.32,0.36,0.4,0.42,0.45,0.47,0.5,0.51,0.53,0.48,0.51
Guyana,0.6,0.56,0.6,0.58,0.55,0.47,0.47,0.49,0.48,0.52,0.54,0.47
Liberia,0.32,0.81,0.53,0.21,0.27,0.35,0.25,0.32,0.33,0.41,0.37,0.37
Guatemala,0.17,0.19,0.21,0.25,0.26,0.26,0.23,0.22,0.23,0.27,0.26,0.26
Gabon,0.52,0.53,0.57,0.62,0.61,0.53,0.51,0.46,0.43,0.43,0.35,0.35
Togo,0.32,0.32,0.34,0.39,0.43,0.43,0.57,0.5,0.31,0.35,0.33,0.35
North Macedonia,1.24,1.45,1.59,1.34,1.26,1.17,0.99,0.99,0.8,0.69,0.68,0.67
Hungary,0.78,0.74,0.7,0.62,0.54,0.47,0.43,0.39,0.34,0.35,0.36,0.32
Marshall Islands,0.18,0.52,0.6,0.65,0.69,0.73,0.81,0.79,0.79,0.79,0.75,0.59
Jordan,0.86,0.87,0.86,0.85,0.81,0.75,0.62,0.64,0.67,0.64,0.62,0.53
Ghana,0.18,0.19,0.23,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.28,0.3
Cuba,0.59,0.6,0.66,0.62,0.52,0.42,0.37,0.36,0.33,0.32,0.29,0.28
Mauritania,0.3,0.31,0.3,0.33,0.36,0.33,0.4,0.43,0.4,0.45,0.52,0.54
Montenegro,,,0.61,0.55,0.67,0.63,0.63,0.64,0.58,0.55,0.53,0.58
Cabo Verde,0.55,0.41,0.36,0.36,0.39,0.36,0.31,0.32,0.29,0.29,0.3,0.33
Trinidad and Tobago,1.64,1.06,0.9,0.8,0.88,0.9,0.86,0.9,0.83,0.76,0.76,0.72
Romania,1.42,1.2,1.08,0.87,0.8,0.67,0.52,0.51,0.43,0.4,0.37,0.33
Greece,0.47,0.49,0.47,0.46,0.43,0.4,0.37,0.4,0.36,0.35,0.33,0.29
