Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Norway,0.57,0.57,0.37,0.21,0.17,0.19,0.19,0.23,0.21,0.19
Lithuania,2.27,3.28,1.12,0.72,,,,,,
Poland,,4.98,2.12,1.04,,,,,,
Singapore,1.93,1.22,1.35,0.7,0.06,,,,,
Colombia,,,5.62,3.12,,4.7,2.74,1.97,1.53,1.39
Congo,,,6.87,5.72,2.62,2.81,3.78,8.07,6.37,7.35
Germany,,,,,,,,,,
Finland,0.84,0.26,-0.01,0.0,0.0,,0.0,,,
Equatorial Guinea,,,,,0.52,0.41,0.73,1.36,1.54,1.28
Sri Lanka,22.97,16.99,12.78,13.69,14.14,16.3,17.86,18.32,18.48,22.51
Burkina Faso,,,,12.19,13.04,11.86,11.34,11.11,11.48,10.39
Italy,,,,,,,,,,
"Palestine, State of",,,,,15.99,8.82,18.11,21.84,27.92,35.06
Latvia,,2.7,1.24,0.8,0.05,0.0,-0.0,-0.03,-0.01,-0.01
Saint Kitts and Nevis,48.91,43.41,34.15,40.64,35.26,30.01,12.67,15.23,17.27,12.95
Indonesia,5.47,4.0,3.35,3.18,,2.96,3.83,2.43,2.24,2.95
Malta,24.15,7.41,3.57,2.79,0.4,0.02,,0.95,,
Somalia,,,,,,,,,35.33,17.98
India,25.1,23.12,19.01,14.96,14.75,13.0,14.3,12.21,5.36,
Serbia,,,,,6.28,4.88,2.73,1.96,2.09,2.41
Ghana,29.95,,31.64,23.11,16.08,18.13,13.97,12.87,12.25,10.03
Belarus,10.85,7.2,6.42,7.79,10.53,16.22,15.23,11.25,11.44,8.84
