Country,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
Nigeria,10.71,-4.57,-6.14,-0.0,10.54,-1.19,-0.08,2.38,2.78,-2.63
Algeria,4.72,0.48,1.92,-0.51,0.83,0.28,-0.27,0.04,-0.23,0.02
Portugal,4.53,1.24,-0.03,-0.02,0.07,1.1,0.05,-1.44,0.97,-0.92
Philippines,-0.02,1.02,5.04,0.48,0.77,-1.57,-0.23,1.53,0.3,-0.54
Kenya,-0.19,-0.66,0.4,2.42,0.69,2.95,-2.93,2.73,-0.48,-1.32
Côte d'Ivoire,0.09,0.04,1.89,1.96,0.66,-1.48,-0.25,3.34,1.92,-2.13
Suriname,-3.79,-9.43,13.09,0.69,0.35,-0.38,0.05,-0.14,0.29,0.58
Australia,-0.06,0.32,0.35,0.1,0.11,-1.05,0.76,0.36,0.19,-0.84
Cameroon,-0.09,0.17,1.82,-0.04,0.16,0.77,0.11,1.0,-0.03,-0.73
Thailand,-2.45,1.63,1.89,0.41,0.7,0.51,,,,
Morocco,6.12,0.01,-0.03,0.71,0.45,0.93,0.03,0.27,0.07,-0.0
Belarus,,,,1.29,-3.61,-0.33,-0.01,0.33,0.06,-0.45
Mauritania,-4.51,0.0,0.0,7.39,-0.07,-0.53,2.36,-2.85,2.16,-0.16
Cuba,0.0,0.0,0.0,3.4,0.25,0.01,-0.05,0.15,0.01,0.27
Italy,0.14,-0.11,-0.05,-0.34,0.48,-0.01,0.92,-0.81,-0.7,0.52
Eritrea,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guyana,-0.71,0.27,0.37,5.04,0.29,0.25,0.2,0.75,0.72,-1.6
Mozambique,0.0,0.0,0.0,10.56,-0.89,0.89,-1.25,0.1,-0.59,-0.76
"Tanzania, United Republic of",0.0,-0.07,0.61,2.11,0.27,0.59,0.0,-0.01,-0.36,-0.96
Tajikistan,,,,-0.94,0.68,-0.38,0.11,-0.76,-0.93,0.44
Kazakhstan,,,,0.58,-0.29,0.18,-1.24,0.74,0.42,0.86
Gambia,-0.03,-0.32,0.55,-5.22,0.74,0.18,-0.82,0.09,4.09,3.22
"Bolivia, Plurinational State of",6.27,7.43,0.18,1.74,0.35,-0.7,-0.73,0.18,-1.15,-3.24
Haiti,0.07,0.09,5.71,-1.12,1.81,-10.06,11.76,-0.56,-0.05,-1.21
Mexico,1.25,0.66,0.98,1.29,4.36,0.26,-1.03,0.08,-0.04,0.11
Ghana,11.62,-11.62,0.0,9.87,3.58,1.45,0.6,-0.82,0.53,-0.83
Senegal,1.76,1.04,0.33,2.07,2.11,0.05,-0.09,0.4,-1.14,0.31
Chile,0.0,0.0,15.14,0.88,1.19,1.19,-0.46,0.35,0.25,-1.07
France,0.23,-0.11,0.04,0.01,0.02,0.06,0.45,0.03,0.06,0.08
Djibouti,-0.06,0.05,0.09,1.81,0.05,-0.41,-0.15,1.56,-0.0,-0.32
