Country,1850-1865,1866-1880,1881-1895,1896-1910,1911-1925,1926-1940,1941-1955,1956-1970,1971-1985,1986-2000
Suriname,0.0,0.0,0.0,0.01,0.02,0.04,0.09,0.15,0.23,2.34
Fiji,0.04,0.1,0.24,0.67,0.88,0.89,1.67,0.71,1.85,1.56
"Iran, Islamic Republic of",0.0,0.0,0.0,0.08,4.91,23.76,114.71,347.51,510.34,540.71
"Taiwan, Province of China",0.0,0.01,0.02,1.3,12.29,28.83,31.13,76.14,143.98,220.42
Ecuador,0.01,0.01,0.01,0.09,0.41,5.9,12.58,14.27,46.64,66.44
Angola,0.0,0.01,0.02,0.15,0.7,3.34,21.23,71.66,86.25,63.0
"Virgin Islands, U.S.",0.0,0.0,0.01,0.03,0.05,0.05,0.06,13.76,128.76,89.44
Syrian Arab Republic,0.0,0.0,0.0,0.0,0.0,0.01,0.05,18.19,76.8,193.9
Lebanon,0.0,0.01,0.08,1.17,3.3,9.57,25.49,48.36,47.28,39.3
Qatar,0.0,0.0,0.01,0.07,0.21,0.62,1.0,0.77,3.53,14.02
"Congo, The Democratic Republic of the",0.0,0.0,0.01,0.05,56.4,188.64,276.85,404.49,386.31,203.25
Chile,29.37,53.58,39.46,48.13,137.59,324.09,451.9,514.44,695.73,1253.67
Georgia,0.07,0.34,1.2,3.69,3.66,13.94,37.86,82.46,116.0,61.18
Myanmar,1.17,3.29,3.77,2.59,3.05,5.04,10.68,49.74,7.62,10.75
Réunion,0.0,0.03,0.08,0.13,0.33,0.78,1.26,2.17,3.07,3.95
Honduras,0.0,0.0,0.0,0.01,0.03,0.06,0.14,2.98,13.37,15.93
Denmark,1.87,4.34,9.41,20.11,29.83,48.88,77.32,201.89,195.47,80.96
Norway,0.75,2.18,4.99,10.31,17.92,44.14,52.24,82.19,68.47,22.42
