Country,1990-1993,1994-1997,1998-2001,2002-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020
Dominican Republic,-0.38,-0.11,-4.18,-8.78,-9.84,-40.66,-26.2,-8.31,-5.44
Israel,-14.41,-14.51,-10.04,-14.47,-20.14,-17.54,-17.16,-18.66,-20.53
Ireland,-7.69,-8.85,-9.75,-20.71,-22.34,-9.51,-9.32,-8.95,-10.79
China,170.48,386.3,384.96,815.24,1430.75,1268.35,1217.57,909.89,806.19
Uganda,-0.82,-0.87,-1.34,-1.38,-1.78,-2.44,-2.32,-2.2,-2.09
Austria,-28.26,-29.19,-28.4,-25.2,-31.48,-29.99,-30.2,-23.45,-21.68
Poland,34.01,42.69,24.52,30.54,10.39,6.07,7.24,12.98,11.08
Nigeria,1.49,-1.58,12.24,13.43,11.12,11.88,13.74,-1.83,3.23
Botswana,0.0,0.0,0.28,0.86,1.44,-5.09,-7.2,-6.81,-5.31
Brunei Darussalam,1.15,0.21,0.89,0.44,1.01,1.13,-0.12,0.29,0.4
Colombia,-5.06,-6.7,-1.37,-1.61,-9.41,-9.4,-13.0,-8.13,-7.4
Madagascar,-0.47,-0.36,-0.73,-1.04,-1.56,-1.53,-1.57,-1.56,-1.33
Switzerland,-44.0,-51.49,-59.69,-55.13,-65.98,-60.11,-102.34,-105.84,-81.19
Kuwait,-2.98,4.52,11.74,9.57,9.45,10.87,9.59,-0.3,1.65
"Taiwan, Province of China",-55.84,-36.75,-27.02,-31.46,-18.76,-14.31,-15.05,-2.56,-13.2
Canada,-26.63,-6.46,-5.55,-13.2,-7.49,-39.41,-3.58,35.74,50.75
Sweden,-29.92,-26.55,-27.3,-30.87,-38.73,-32.51,-29.65,-28.41,-27.73
El Salvador,-1.58,-1.67,-2.45,-1.97,-2.41,-1.69,-1.7,-1.9,-2.17
Bahrain,0.16,1.18,5.7,8.89,14.42,12.66,16.45,13.81,15.31
Oman,-1.74,-1.89,0.39,1.94,3.66,5.32,10.14,-0.55,2.8
Germany,-175.99,-173.7,-173.16,-159.91,-179.74,-182.95,-104.85,-107.16,-131.34
Azerbaijan,29.84,10.1,3.15,-3.6,-0.41,-0.01,-3.0,-1.1,-0.93
