Country,1965-1970,1971-1976,1977-1982,1983-1988,1989-1994,1995-2000,2001-2005,2006-2010,2011-2015,2016-2020
Eritrea,,,,,,34.03,32.78,32.46,29.7,28.3
Panama,0.0,5.45,7.26,0.26,0.1,0.02,0.1,0.03,0.05,0.14
Saint Kitts and Nevis,,,,,,0.04,0.01,0.04,0.08,0.09
Tajikistan,,,,,0.0,0.97,2.84,3.41,4.0,2.75
Uganda,0.08,0.35,1.07,2.32,3.1,3.21,7.69,17.2,13.99,17.97
Rwanda,0.43,1.07,1.6,3.73,1.64,4.86,18.35,10.24,11.66,11.44
Sweden,1.87,2.58,5.33,0.75,0.93,0.59,0.29,0.3,0.37,0.58
Trinidad and Tobago,8.05,23.08,23.15,0.42,0.19,0.1,0.49,0.11,0.19,1.22
Uruguay,10.06,14.95,9.89,1.33,0.79,0.86,0.66,0.83,1.05,1.78
Guyana,0.06,0.07,0.12,0.05,0.31,0.03,0.06,0.16,0.27,11.01
Zambia,0.33,5.55,16.55,17.18,7.58,7.1,3.91,11.3,6.71,11.98
Russian Federation,,,,,1.58,0.39,0.35,0.45,0.62,0.76
Solomon Islands,,,,,0.0,0.07,0.29,0.01,0.03,0.01
Namibia,,,,,,0.06,0.63,1.05,0.73,2.34
Colombia,,0.02,0.01,0.0,0.06,0.06,0.12,0.15,0.3,0.36
nld_curacao,,,,,,,,,0.36,0.01
Uzbekistan,,,,,0.01,0.8,4.32,4.33,4.33,0.77
Albania,,,1.01,1.0,6.14,0.73,0.91,0.93,1.58,2.13
Libya,4.94,5.47,1.44,1.99,8.49,9.8,8.87,9.78,21.36,20.47
"Congo, The Democratic Republic of the",1.25,3.35,0.41,0.08,0.8,1.21,4.21,4.22,4.22,5.52
Dominica,,,,0.0,0.03,0.02,0.16,0.04,0.39,0.2
kos,,,,,,,,0.03,0.23,0.84
Lithuania,,,,,0.09,0.25,0.17,0.38,0.49,0.97
Argentina,1.43,3.53,2.65,0.31,0.21,0.3,0.33,0.47,1.23,1.72
"Palestine, State of",,,,,,1.66,2.34,2.61,4.64,6.48
Gambia,1.02,0.41,2.79,1.23,0.29,1.65,2.2,5.45,3.88,4.34
