Country,1970-1974,1975-1979,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015
Argentina,4.26,4.82,5.34,5.82,6.32,6.81,7.34,7.92,8.53,9.17,9.82
Burkina Faso,0.04,0.04,0.05,0.06,0.07,0.08,0.1,0.13,0.15,0.18,0.21
Angola,0.21,0.25,0.3,0.34,0.38,0.44,0.5,0.57,0.66,0.75,0.86
Sierra Leone,0.2,0.24,0.28,0.32,0.36,0.42,0.48,0.54,0.62,0.7,0.8
Iceland,6.38,7.14,7.86,8.52,9.2,9.88,10.56,11.22,11.88,12.52,13.13
Belarus,4.95,5.65,6.34,7.02,7.77,8.57,9.46,10.36,11.2,11.98,12.71
India,0.42,0.51,0.6,0.71,0.83,0.97,1.14,1.32,1.52,1.73,1.95
Sudan,0.18,0.21,0.25,0.29,0.34,0.39,0.46,0.54,0.62,0.72,0.83
Grenada,2.05,2.38,2.71,3.04,3.4,3.79,4.23,4.69,5.19,5.72,6.29
Croatia,3.19,3.68,4.17,4.64,5.15,5.7,6.3,6.91,7.55,8.2,8.87
Jamaica,3.69,4.16,4.62,5.06,5.52,6.03,6.61,7.24,7.88,8.52,9.18
Sweden,5.86,6.59,7.29,7.94,8.62,9.31,10.0,10.7,11.38,12.04,12.68
Eritrea,0.09,0.11,0.12,0.15,0.17,0.19,0.22,0.26,0.3,0.35,0.4
Mozambique,0.42,0.52,0.64,0.77,0.93,1.12,1.35,1.61,1.88,2.14,2.37
Niger,0.03,0.03,0.04,0.04,0.05,0.06,0.07,0.08,0.1,0.12,0.13
Qatar,1.72,2.03,2.36,2.7,3.08,3.51,3.99,4.51,5.07,5.64,6.22
Maldives,1.26,1.46,1.64,1.81,1.98,2.13,2.27,2.45,2.66,2.91,3.2
Albania,3.26,3.75,4.24,4.7,5.22,5.76,6.36,7.0,7.67,8.35,9.05
Ghana,0.76,0.92,1.1,1.29,1.53,1.82,2.18,2.61,3.08,3.57,4.04
Kuwait,1.29,1.6,1.94,2.28,2.66,3.12,3.61,4.09,4.57,5.04,5.52
Fiji,3.09,3.57,4.04,4.5,4.99,5.52,6.07,6.66,7.26,7.9,8.54
Cuba,3.93,4.38,4.8,5.19,5.62,6.12,6.73,7.38,8.05,8.72,9.4
Nigeria,0.46,0.56,0.68,0.82,0.98,1.18,1.44,1.74,2.05,2.38,2.7
Bosnia and Herzegovina,2.65,3.09,3.52,3.96,4.43,4.93,5.47,6.04,6.64,7.24,7.85
Brazil,1.58,1.84,2.11,2.37,2.66,2.98,3.35,3.76,4.19,4.66,5.16
