Country,1994-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Ecuador,,,0.0,0.25,0.0,0.25,0.0
Argentina,0.0,0.0,0.0,0.0,,,
Malaysia,1.0,,,,,,
Philippines,0.0,0.0,0.0,0.5,0.0,0.0,0.75
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,
Cameroon,0.75,0.25,0.25,0.75,0.5,4.0,6.75
Libya,,,0.5,0.0,0.25,0.0,0.0
Saudi Arabia,,,0.0,0.5,4.25,10.25,18.75
Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.67
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,9.2,1.75,0.0,1.75,12.5,6.0,5.0
Egypt,0.0,1.0,0.25,2.25,8.75,26.25,28.5
Armenia,,0.0,1.0,1.0,,,
Yemen,,,0.33,0.75,0.75,0.0,0.0
Cambodia,0.0,0.0,0.5,0.5,0.25,0.5,1.75
Belarus,0.0,0.5,0.0,0.0,0.25,0.0,13.75
Greece,,,,0.0,0.0,0.0,0.0
Costa Rica,,0.0,,,,,
Angola,0.4,0.25,0.0,0.0,,,
Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,0.0,0.0,0.0,0.0,0.0,4.0,0.5
Togo,0.6,0.25,,,,,
Somalia,0.2,0.0,0.25,0.0,1.25,1.0,0.75
Tunisia,2.0,2.0,1.5,1.0,0.0,0.5,
