Country,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2015,2016-2019,2020-2023
Ecuador,0.36,3.76,6.18,3.62,3.17,4.69,3.86,5.05,3.11,4.1
Chad,,,,,,24.81,4.89,7.38,2.55,4.28
chanisl,,,,,,,,,-0.73,-1.29
"Micronesia, Federated States of",,,,-4.42,0.33,0.37,2.55,2.01,-0.57,-3.57
Tajikistan,,3.9,-4.42,-14.14,6.5,8.82,7.92,6.42,6.5,1.03
Suriname,7.23,-1.85,3.15,-2.93,2.53,-0.2,6.99,2.69,-8.42,-6.48
Nicaragua,-2.81,-2.06,-1.58,6.78,3.96,2.9,4.43,-0.47,4.76,1.45
Burkina Faso,0.78,4.35,4.1,6.36,3.4,3.41,2.59,3.99,2.99,-0.02
Switzerland,,,-0.74,-1.06,-0.37,-0.46,3.59,-2.18,0.63,0.46
South Africa,5.87,1.44,3.48,1.75,0.64,1.08,4.44,3.39,1.98,3.5
"Congo, The Democratic Republic of the",0.95,2.61,2.63,3.58,-3.02,0.95,3.1,4.27,2.4,2.37
Liberia,,,,,5.54,-7.88,23.41,0.94,2.16,3.26
Viet Nam,,2.99,2.54,4.55,4.18,4.07,3.06,2.78,2.9,3.51
Kuwait,,,,,,,11.02,0.41,-2.09,8.73
France,4.49,4.12,0.57,4.02,0.87,1.23,2.16,1.13,-0.63,0.25
Lebanon,,,,8.76,2.81,0.92,2.69,0.36,4.53,-1.68
Croatia,,,,2.53,1.05,3.15,-2.35,-6.26,3.05,1.39
Bosnia and Herzegovina,,,,,2.68,4.87,0.08,-0.33,1.66,0.49
Slovakia,,,,6.0,5.51,8.01,7.68,9.5,0.17,2.35
Eritrea,,,,-0.06,7.17,11.18,-12.86,,,
Angola,,,,,,9.49,6.81,9.63,0.02,6.68
Saint Vincent and the Grenadines,9.37,4.12,7.15,1.56,-2.27,0.52,0.14,1.24,3.52,-9.21
Kyrgyzstan,,,2.11,-1.34,6.66,1.59,1.69,2.38,2.55,1.06
Malta,,,,,18.42,7.4,-6.42,5.46,-7.21,23.68
Estonia,,,,2.53,6.99,6.99,5.61,2.94,-1.16,-7.1
China,1.66,7.58,4.0,4.65,2.91,4.2,4.22,4.06,3.45,4.61
