Country,1991-1995,1996-2000,2001-2004,2005-2008,2009-2012,2013-2016,2017-2020
Netherlands,1.2,0.77,0.65,0.56,0.48,0.46,0.44
South Sudan,,,,,4.44,4.13,3.82
Ecuador,1.28,1.15,1.0,0.87,0.9,0.62,0.51
Serbia,3.9,4.22,3.93,1.35,0.92,0.92,0.98
"Venezuela, Bolivarian Republic of",0.88,0.8,0.91,0.85,0.89,1.71,2.89
Pakistan,1.82,2.07,1.89,1.72,1.55,1.41,1.33
Austria,1.25,1.18,0.9,0.91,0.57,0.5,0.48
El Salvador,2.24,1.65,1.07,1.13,1.29,1.49,1.55
United States,1.4,1.09,0.98,0.99,0.97,0.86,0.83
Albania,5.07,5.06,2.14,1.27,1.13,0.66,0.61
Belarus,2.07,1.98,3.81,3.66,3.35,3.07,3.06
Mexico,0.56,0.53,0.51,0.6,0.68,0.64,0.62
Armenia,2.44,3.73,3.21,3.14,3.71,3.43,3.46
Bangladesh,0.31,0.38,0.42,0.42,0.39,0.36,0.33
Burundi,0.55,1.36,2.05,1.85,1.28,1.09,0.84
Kenya,0.25,0.26,0.22,0.19,0.17,0.15,0.12
Mali,0.36,0.38,0.29,0.23,0.19,0.23,0.35
Timor-Leste,,,0.27,0.25,0.3,0.27,0.38
Brunei Darussalam,4.29,6.38,6.28,5.25,4.71,4.89,3.75
Eswatini,1.11,1.04,,,,,
Jordan,11.56,11.99,8.96,7.47,6.41,5.37,4.04
Indonesia,0.37,0.52,0.5,0.54,0.53,0.54,0.51
Luxembourg,0.63,0.77,0.76,0.71,0.61,0.54,0.48
Lebanon,4.08,5.98,6.19,5.21,4.72,3.71,3.96
Libya,6.42,4.42,4.33,3.81,1.97,0.18,0.0
France,1.96,1.63,1.29,1.22,1.12,1.02,1.0
Central African Republic,0.36,0.37,0.22,0.18,0.25,0.46,0.51
Egypt,2.65,3.43,3.64,3.35,2.95,2.73,2.79
