Country,1961-1968,1969-1976,1977-1984,1985-1992,1993-2000,2001-2007,2008-2014,2015-2021
Saint Lucia,0.05,0.05,0.04,0.02,0.01,0.01,0.02,0.02
Bulgaria,0.51,0.47,0.43,0.44,0.47,0.42,0.45,0.5
Philippines,0.15,0.12,0.11,0.09,0.07,0.06,0.06,0.05
Slovenia,,,,0.1,0.09,0.09,0.09,0.09
Myanmar,0.41,0.34,0.28,0.24,0.22,0.21,0.22,0.21
Finland,0.6,0.54,0.49,0.46,0.43,0.43,0.42,0.41
Kazakhstan,,,,2.13,2.13,1.9,1.75,1.62
Burkina Faso,0.42,0.4,0.39,0.38,0.34,0.33,0.31,0.29
Kyrgyzstan,,,,0.29,0.29,0.26,0.23,0.2
United States,0.92,0.89,0.82,0.76,0.66,0.58,0.5,0.48
Costa Rica,0.18,0.14,0.12,0.09,0.06,0.05,0.05,0.05
Puerto Rico,0.08,0.04,0.02,0.02,0.01,0.01,0.01,0.02
Liechtenstein,0.22,0.18,0.16,0.14,0.13,0.09,0.06,0.05
Ghana,0.22,0.18,0.16,0.17,0.18,0.18,0.16,0.15
Sao Tome and Principe,0.01,0.01,0.01,0.02,0.03,0.04,0.03,0.02
El Salvador,0.15,0.12,0.11,0.1,0.1,0.1,0.11,0.11
Guatemala,0.23,0.2,0.18,0.15,0.14,0.13,0.1,0.09
Netherlands,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06
Suriname,0.1,0.09,0.11,0.14,0.13,0.1,0.1,0.1
China,0.14,0.11,0.1,0.11,0.1,0.09,0.09,0.08
Austria,0.23,0.21,0.2,0.19,0.18,0.17,0.16,0.15
Cambodia,0.47,0.31,0.31,0.38,0.33,0.28,0.26,0.25
Brunei Darussalam,0.04,0.03,0.02,0.02,0.01,0.01,0.01,0.01
Marshall Islands,,,,0.01,0.01,0.01,0.01,0.01
