Country,1971-1974,1975-1978,1979-1982,1983-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014
Maldives,,,,,226.25,,,,825.44,919.64,
Armenia,,,,,2167.29,1111.06,547.29,613.04,748.88,919.94,992.47
Cyprus,1045.36,1028.97,1242.88,1302.23,1623.76,1998.83,2081.14,2189.86,2200.53,2267.68,1830.99
Vanuatu,,,,,154.52,,,,139.38,153.28,
Malta,797.23,809.84,1074.49,1223.08,1891.74,1999.73,1889.0,1882.1,2093.73,2024.9,1917.11
Romania,2192.98,2670.97,2899.54,2882.37,2932.87,2045.29,1994.29,1661.72,1832.65,1818.92,1676.62
Mauritius,439.52,464.91,440.96,445.56,554.13,657.17,715.56,846.64,945.27,1021.92,1081.74
Honduras,481.73,484.82,491.14,465.38,473.07,466.41,497.86,462.62,524.52,561.11,584.15
Bulgaria,2333.24,2871.13,3224.71,3407.03,3390.92,2510.63,2605.61,2335.04,2555.12,2520.83,2484.31
Argentina,1406.83,1416.66,1459.0,1416.91,1462.32,1484.63,1598.86,1596.2,1717.07,1890.63,1971.45
Dominican Republic,570.82,606.64,605.21,584.61,563.62,595.31,720.03,824.13,754.34,763.51,769.1
"Korea, Democratic People's Republic of",1281.45,1424.73,1693.72,1821.23,1679.72,1254.78,847.5,832.78,868.13,788.02,511.39
Sri Lanka,304.98,296.79,307.56,314.99,322.45,327.58,364.01,425.7,453.94,455.87,503.98
Azerbaijan,,,,,3158.35,2418.87,1563.08,1399.51,1543.84,1386.4,1454.58
Samoa,,,,,257.08,,,,300.31,304.5,
Panama,1161.18,922.79,796.86,751.97,659.45,705.86,795.42,879.23,861.1,926.44,1065.24
Slovenia,,,,,2857.56,2726.65,3198.45,3318.11,3582.39,3636.12,3389.81
Mexico,912.42,1086.85,1412.17,1412.02,1459.25,1544.07,1498.37,1549.3,1656.36,1621.7,1621.35
Gibraltar,1009.34,975.97,1089.08,1267.83,1979.82,3386.98,3991.31,4623.76,5092.05,5399.23,5588.54
Indonesia,302.87,335.38,379.81,400.82,467.45,589.22,669.55,723.04,776.01,817.89,853.24
Bahamas,,,,,2384.07,,,,1979.46,1982.3,
Brazil,764.55,866.4,901.67,922.28,970.46,939.75,1033.02,1074.18,1139.85,1278.65,1429.49
Austria,2674.31,2803.07,2983.29,2977.57,3189.6,3287.76,3527.76,3673.6,4036.39,3975.27,3872.76
Poland,2746.8,3231.9,3445.61,3344.7,3249.32,2582.76,2590.15,2341.93,2427.3,2549.74,2564.76
