Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Poland,-1.94,-2.68,-3.57,-4.48,-4.41,-3.76,-1.69,-3.32
Ghana,,,-5.76,-2.63,-5.85,-7.46,-5.18,-8.6
Bahrain,-3.06,-1.55,2.11,4.21,-0.08,-2.4,-10.69,-8.77
Brazil,,,,,-2.03,-2.64,-7.26,-6.57
Georgia,,-4.74,-1.3,0.68,-3.26,-1.16,-1.24,-4.66
Romania,-0.44,-3.37,-3.75,-1.36,-5.69,-3.12,-2.37,-6.73
Sri Lanka,-5.81,-7.15,-7.81,-7.01,-7.03,-5.3,-5.56,-10.17
San Marino,,,0.99,3.29,3.45,,,-3.55
Somalia,,,,,,,0.0,0.0
Russian Federation,-6.99,1.53,3.0,6.35,1.18,1.32,-0.76,0.79
Croatia,-2.08,-1.17,-6.71,-3.52,-4.23,-5.96,-0.98,-2.09
Namibia,-3.13,,-1.95,-0.42,-0.28,-13.38,-7.05,-7.87
Iceland,-2.95,-0.49,1.01,2.48,-4.97,-2.01,4.15,-4.69
Costa Rica,-1.47,-2.03,-1.92,-0.65,-1.61,-4.31,,-0.53
United States,-3.79,-0.7,0.17,-3.26,-6.97,-6.03,-3.69,-9.12
"Bolivia, Plurinational State of",-2.18,-2.83,-5.63,-1.12,1.24,,,
Barbados,,,,-2.08,-6.4,-8.23,-6.77,
Peru,-3.68,0.37,-2.02,-0.49,0.82,1.02,-2.42,-5.02
Norway,-0.67,5.4,11.21,13.07,14.98,12.23,6.11,10.45
Zambia,,-2.84,-0.07,0.12,0.01,-2.71,-6.94,-8.2
North Macedonia,,,,1.09,-1.48,-3.72,-2.72,-5.1
Thailand,3.38,-0.65,-4.85,1.64,-0.71,-0.7,-0.22,-4.08
Singapore,14.08,16.62,8.3,4.82,6.94,8.17,5.4,0.82
Dominican Republic,0.58,0.29,0.14,-0.36,-2.4,-3.6,-1.8,-4.13
Guinea-Bissau,,,,,,,-1.44,-3.76
Bhutan,0.28,1.43,-4.15,-1.78,0.84,-0.93,-1.89,-0.53
