Country,1950-1955,1960-1965,1970-1975,1980-1985,1990-1995,2000-2005,2010-2010,2015-2015,2020-2020,2025-2025,2030-2030,2035-2035
Ireland,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
Romania,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
"Venezuela, Bolivarian Republic of",0.0,1.0,1.0,1.5,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0
Somalia,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0
Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiribati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Viet Nam,1.0,1.0,1.0,1.5,2.0,1.5,1.0,3.0,5.0,4.0,4.0,4.0
Sudan,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Indonesia,1.0,2.0,3.0,4.0,6.0,9.0,9.0,12.0,15.0,17.0,18.0,18.0
Burundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Thailand,1.0,1.0,1.0,0.5,0.0,0.0,2.0,3.0,3.0,5.0,6.0,6.0
Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zambia,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Russian Federation,1.0,2.0,5.0,9.5,11.5,11.5,11.0,13.0,13.0,13.0,13.0,13.0
Iraq,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,7.0
"Bolivia, Plurinational State of",0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
