Country,1971-1979,1980-1988,1989-1997,1998-2006,2007-2015
Portugal,0.0,0.0,0.03,19.27,24.34
Mexico,13.4,10.4,14.48,31.99,54.53
South Sudan,,,,,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0
Mauritius,0.0,0.0,0.0,0.0,0.0
Kenya,0.0,0.0,0.0,0.0,0.0
Iraq,58.42,11.05,19.01,19.63,32.28
Zimbabwe,0.0,0.0,0.0,0.0,0.0
Nepal,0.0,0.0,0.0,0.0,0.0
Estonia,,,3.44,5.19,1.69
Romania,43.58,44.9,30.67,17.28,14.45
Czechia,1.07,1.04,0.93,2.08,1.79
Viet Nam,0.0,1.27,2.56,26.56,38.14
United Arab Emirates,98.76,96.28,96.35,97.23,98.46
"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0
Ecuador,0.0,0.0,0.0,4.94,11.34
"Bolivia, Plurinational State of",8.89,24.16,44.85,50.84,63.18
nld_curacao,0.0,0.0,0.0,,
Japan,5.16,16.84,20.09,23.18,33.63
Mozambique,0.0,0.1,0.18,0.04,2.73
Serbia,,,1.78,1.22,0.92
Brunei Darussalam,98.58,99.27,99.14,99.11,99.0
Tajikistan,,,3.94,1.33,0.73
Cameroon,0.0,0.0,0.0,0.0,7.0
Germany,13.09,8.16,7.49,10.39,12.52
