Country,1976-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2011,2012-2016,2017-2021
Ecuador,1.67,-0.17,0.41,-0.09,1.32,0.06,0.54,-0.23,0.92
Bahrain,0.0,0.0,0.0,0.0,0.0,9.16,-2.37,-0.12,0.81
Malawi,0.13,-0.08,0.04,3.99,0.14,-0.15,-0.01,0.58,0.61
Argentina,-4.68,8.92,-0.31,0.28,-0.31,0.1,0.06,-0.06,-0.51
New Zealand,1.06,0.19,0.14,0.06,0.06,-0.07,0.06,-0.04,-0.17
Haiti,0.04,0.75,0.22,0.96,-0.14,0.01,-0.03,0.4,-0.65
Latvia,,,,1.67,0.17,0.11,0.19,-0.76,1.29
Bangladesh,1.07,-0.19,0.36,0.01,0.47,-0.77,-0.41,-0.49,-0.19
Azerbaijan,,,,-0.92,-0.35,-0.19,-0.04,-0.54,0.76
Mongolia,0.06,-0.0,3.12,2.98,-0.67,-0.21,0.02,0.17,-0.33
Brazil,1.28,1.84,3.41,0.15,-0.12,0.31,0.18,-1.12,-0.44
Sierra Leone,-0.14,0.14,-0.8,-0.13,0.72,3.28,0.95,0.08,1.95
Bosnia and Herzegovina,,,,3.05,2.08,0.15,-0.06,-0.2,-1.12
Australia,-0.06,0.22,0.1,0.05,0.04,0.07,0.02,-0.26,-0.37
Qatar,0.01,0.04,0.44,0.29,0.23,0.07,-0.23,0.14,-0.49
Chile,0.45,0.12,7.55,0.33,0.17,0.03,0.1,0.15,-0.56
Somalia,0.01,0.04,-1.71,0.31,0.02,-0.73,1.51,1.61,-0.58
Congo,-0.98,-0.01,4.07,-0.21,-2.53,0.08,-0.21,-0.4,0.95
Spain,5.61,0.73,0.3,-0.01,0.02,0.36,0.25,0.13,-0.53
Papua New Guinea,0.05,0.1,0.01,-0.01,0.01,0.1,-0.0,-0.18,0.38
Canada,0.38,0.85,0.13,0.01,0.1,-0.12,0.02,0.13,-0.53
Guinea,0.05,1.74,0.45,-0.11,-0.03,0.09,0.9,-0.19,-0.57
Iraq,-1.04,0.06,-0.15,0.03,0.16,2.12,-0.08,0.08,0.14
Albania,-0.0,0.08,6.96,1.59,1.44,0.14,0.76,-0.28,-0.28
Syrian Arab Republic,0.03,0.15,0.2,0.04,1.08,-0.37,-0.96,-1.72,1.11
Burundi,0.91,0.5,-0.64,-0.19,-0.08,0.4,-0.22,-2.27,1.6
