Country,1965-1970,1971-1976,1977-1982,1983-1988,1989-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2019
United Arab Emirates,125.32,169.62,89.66,44.79,52.6,43.66,34.45,23.47,17.03,18.77
Azerbaijan,,,,1.97,1.54,1.33,1.82,4.43,4.92,4.07
Angola,0.29,1.12,0.85,1.36,2.0,2.36,2.44,3.72,3.39,2.69
Turkmenistan,,,,1.9,1.34,1.25,1.78,2.11,2.27,2.25
Sudan,,,,,0.0,0.03,0.4,0.63,0.3,0.12
Yemen,,,,0.31,0.8,1.11,1.14,0.78,0.4,0.11
"Iran, Islamic Republic of",5.18,8.73,4.39,2.33,2.94,2.94,2.89,2.96,2.52,2.52
Congo,0.04,0.97,1.75,2.93,3.51,4.06,3.67,3.33,3.16,2.8
Australia,0.2,1.43,1.54,1.7,1.62,1.52,1.66,1.15,0.91,0.68
Equatorial Guinea,,,,,0.42,4.75,16.54,20.93,13.7,7.75
United States,2.37,2.31,2.09,1.99,1.61,1.37,1.18,1.03,1.3,1.91
Saudi Arabia,27.81,51.61,48.7,17.09,22.9,22.22,20.22,19.76,17.95,17.25
Syrian Arab Republic,0.42,0.98,0.96,0.9,1.81,1.91,1.71,1.02,0.46,0.06
Oman,16.93,18.55,14.03,16.57,18.7,19.78,18.52,13.91,12.75,10.38
"Venezuela, Bolivarian Republic of",17.91,12.74,7.81,5.61,6.28,7.26,6.33,6.09,4.8,3.29
Argentina,0.72,0.84,0.88,0.79,0.85,1.16,1.13,0.95,0.74,0.65
Qatar,174.86,167.32,102.91,43.42,43.68,55.49,64.31,49.18,36.76,29.55
Indonesia,0.28,0.5,0.54,0.42,0.41,0.37,0.29,0.22,0.18,0.15
Uzbekistan,,,,0.13,0.17,0.33,0.28,0.18,0.11,0.09
Norway,,1.17,5.12,10.26,23.33,33.87,34.39,25.75,17.82,16.18
Malaysia,0.03,0.4,0.88,1.41,1.61,1.55,1.42,1.24,1.04,1.03
Brazil,0.08,0.09,0.09,0.2,0.22,0.28,0.42,0.51,0.57,0.68
Chad,,,,,,0.0,0.52,0.7,0.43,0.4
Italy,0.03,0.02,0.03,0.05,0.08,0.1,0.09,0.09,0.09,0.07
Ecuador,0.05,1.07,1.4,1.52,1.63,1.74,1.75,1.93,1.78,1.71
United Kingdom,0.0,0.04,1.31,2.16,1.73,2.25,1.89,1.23,0.75,0.73
South Sudan,,,,,,0.0,,,0.45,0.59
Gabon,6.23,13.8,13.09,9.97,14.25,15.45,10.41,8.41,6.39,5.12
Mexico,0.44,0.56,1.44,1.88,1.74,1.74,1.77,1.55,1.22,0.89
Denmark,,0.03,0.13,0.66,1.39,2.14,3.34,2.83,1.78,1.12
