Country,1976-1985,1986-1994,1995-2003,2004-2012,2013-2021
Israel,0.0,0.0,0.38,-0.48,0.34
Pakistan,0.14,0.35,3.9,-1.09,0.12
Gambia,0.0,-1.93,5.37,0.0,0.77
Papua New Guinea,0.0,0.0,0.0,0.0,-0.87
Morocco,0.0,0.0,0.3,0.0,0.38
Germany,0.0,0.0,0.06,0.0,-0.1
Azerbaijan,,0.0,0.41,-0.18,-0.18
Latvia,,0.0,0.0,0.17,0.45
Albania,0.0,6.14,0.25,1.46,-0.06
Bulgaria,0.0,6.68,0.47,0.11,0.13
Belarus,,-0.03,-5.3,-0.26,-0.12
Malaysia,0.0,0.0,0.0,0.07,0.17
Peru,0.31,2.02,0.21,0.52,0.92
Nicaragua,0.82,5.59,-0.25,-2.36,-1.19
Ethiopia,0.0,0.8,-0.0,-0.11,0.66
Poland,0.0,9.87,0.29,0.0,-0.3
Mongolia,0.0,5.51,-0.41,-0.1,-1.52
Chad,0.0,0.0,0.0,1.13,0.08
