Country,1800-1830,1831-1861,1862-1892,1893-1923,1924-1954,1955-1984,1985-2014
Mayotte,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Belarus,4.0,4.0,4.0,3.58,2.84,1.13,1.37
Guadeloupe,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Gabon,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Burkina Faso,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Liberia,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Côte d'Ivoire,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Papua New Guinea,4.0,4.0,4.0,3.9,3.45,2.0,2.13
"Venezuela, Bolivarian Republic of",4.0,4.0,4.0,3.9,3.48,2.0,2.13
Åland Islands,,,,,,,1.3
Paraguay,4.0,4.0,4.0,3.9,3.61,2.0,2.13
Bosnia and Herzegovina,4.0,4.0,4.0,3.9,3.35,2.0,2.13
Belgium,4.0,1.97,1.0,1.32,1.0,1.0,1.4
Antigua and Barbuda,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Guinea,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Austria,4.0,4.0,3.81,3.71,2.87,1.0,1.33
Martinique,4.0,4.0,4.0,3.9,3.68,2.0,2.13
Seychelles,4.0,4.0,4.0,3.97,3.68,2.0,2.13
Vanuatu,4.0,4.0,4.0,3.9,3.65,2.0,2.13
Rwanda,3.9,4.0,4.0,3.35,3.32,2.0,2.67
Romania,4.0,4.0,4.0,3.9,3.29,2.0,2.13
Slovakia,4.0,4.0,4.0,3.84,3.0,1.0,1.33
