Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2022
Djibouti,,,,1.97,1.7,1.95,2.7,2.06,1.75
Sri Lanka,2.38,3.0,3.65,3.85,3.06,2.83,2.26,2.93,4.69
South Africa,,,,,1.22,1.42,0.99,2.12,3.09
Burkina Faso,0.46,0.61,1.23,1.12,1.86,0.93,0.52,0.72,0.83
Turkmenistan,,,,0.32,8.13,9.75,1.26,3.22,3.85
Bulgaria,,0.35,4.49,6.16,5.99,5.05,1.5,1.61,1.08
Suriname,,,,,,,,3.28,4.02
North Macedonia,,,,0.3,2.12,2.63,2.64,3.51,4.6
Ethiopia,0.58,0.48,1.25,1.56,1.98,1.16,0.64,1.45,1.86
Guatemala,1.31,0.61,2.88,3.36,1.89,1.81,1.61,1.2,1.21
Argentina,,,3.81,2.68,2.82,3.65,1.88,2.42,3.44
Indonesia,1.28,3.07,4.78,7.33,5.76,3.89,1.94,1.84,2.5
Zambia,6.67,7.68,6.3,8.1,6.84,3.98,0.44,1.52,3.13
Philippines,1.48,1.92,4.15,5.83,4.31,5.75,3.82,1.68,1.49
Russian Federation,,,,0.39,1.75,2.54,2.04,2.31,2.88
Fiji,0.98,1.68,4.25,5.06,1.87,0.86,1.49,2.18,2.78
Madagascar,4.85,1.8,2.83,3.72,2.41,1.37,0.46,0.74,0.82
Lebanon,,,,1.04,1.97,12.63,14.22,8.32,4.37
Zimbabwe,0.44,0.44,5.67,6.93,8.96,1.6,0.5,0.71,0.26
Paraguay,2.12,1.67,3.9,5.39,2.51,3.31,1.63,0.94,1.84
"Congo, The Democratic Republic of the",,,,0.4,0.01,1.6,1.94,0.93,0.91
Gambia,0.39,0.47,3.43,5.36,2.59,2.76,1.78,2.51,1.87
Sierra Leone,2.39,4.26,2.46,2.25,4.84,1.5,0.46,0.59,1.19
Gabon,5.01,8.64,6.35,3.41,8.12,6.03,6.54,3.97,5.54
Solomon Islands,,0.03,1.15,4.23,1.07,0.89,1.28,0.57,0.39
Niger,0.39,1.22,3.87,1.42,0.88,0.65,0.38,0.78,1.24
Rwanda,0.14,0.22,0.65,0.78,0.95,0.91,0.38,0.61,1.68
