Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Equatorial Guinea,54.46,54.64,54.86,55.22,,,,,,,
Lebanon,,27.48,14.95,15.08,,,,10.87,9.51,9.4,10.19
Italy,8.51,6.04,7.39,5.56,4.69,5.12,4.95,5.74,5.47,5.52,3.65
Lao People's Democratic Republic,,12.13,8.89,15.37,20.38,,,7.31,2.22,1.94,2.3
Bulgaria,8.51,6.04,7.39,5.56,4.69,5.12,4.95,5.74,5.47,5.52,3.65
Israel,,5.52,2.28,2.17,2.71,2.44,1.26,1.69,1.74,,1.34
Lesotho,,2.74,23.24,23.1,38.42,28.19,16.2,14.59,11.71,16.7,18.1
Djibouti,89.16,89.18,91.39,86.42,59.75,65.02,65.02,61.83,,,
Zambia,34.55,38.92,37.18,35.29,51.55,37.52,37.13,25.35,27.11,26.01,26.28
Bahamas,,86.33,79.4,77.36,,69.11,63.04,62.47,60.83,49.0,
Egypt,23.8,55.74,44.35,23.26,18.27,17.6,17.1,10.56,10.67,10.06,
Tuvalu,,,,,,38.49,,,43.04,,
Nauru,,,,,,,,,6.54,7.14,10.3
Colombia,20.3,21.93,22.22,27.23,41.29,18.62,9.33,9.34,5.03,0.48,2.93
Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,,3.94,1.05,0.28,0.32,0.98,0.46,0.04,0.09,0.07,0.01
Madagascar,6.47,4.98,2.97,41.11,40.03,38.98,39.23,39.18,27.93,28.93,28.92
Georgia,,0.0,4.92,2.85,0.17,0.12,0.1,0.02,0.03,,0.1
Chad,46.34,46.65,47.29,49.48,47.47,46.31,47.48,44.94,49.65,,
Mali,38.67,41.16,50.89,47.52,47.77,46.84,44.28,41.27,40.92,41.57,40.06
Greece,8.51,6.04,7.39,5.56,4.69,5.12,4.95,5.74,5.47,5.52,3.65
Vanuatu,,,45.93,52.52,66.28,,19.58,37.09,40.03,,20.44
Namibia,,19.22,17.68,17.28,25.69,20.68,21.43,26.06,25.1,16.63,18.51
Brazil,50.19,42.48,42.25,26.59,26.39,27.1,29.38,27.78,27.87,28.03,27.68
Ethiopia,,52.3,52.91,57.36,56.11,56.29,56.45,54.94,,54.62,55.42
Germany,8.51,6.04,7.39,5.56,4.69,5.12,4.95,5.74,5.47,5.52,3.65
Tajikistan,,,,0.27,,9.92,5.72,11.7,11.2,,3.43
Nepal,50.16,19.57,19.76,28.71,33.89,47.38,31.42,48.28,48.12,19.59,23.21
