Country,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Pakistan,0.0,0.0,146666666.67,-161811.11,9933.33,-118438.54
Austria,-47729222.22,312498888.89,142566888.89,54296666.67,-94248888.89,-81690000.0
South Sudan,,,,,-41733828.57,100.0
Timor-Leste,,,,-16.67,0.0,12.5
Indonesia,0.0,-673412666666.67,-4993041111111.11,-67282550217777.78,-13990916070000.0,173080424390527.78
Aruba,,,0.0,222222.22,-444.44,8.28
Switzerland,-1414869333.33,72487222.22,111.11,0.0,-111.11,222.22
"Moldova, Republic of",,,0.0,48444.44,57466.67,-4711.11
Bahrain,,179920377.29,251267412.98,109697100.0,-6666.67,1343085.71
Oman,688911.11,144455.56,37337475.0,-377.78,345236000.0,-56300.0
Portugal,-26961111.11,-93246222.22,-36870333.33,-0.0,0.0,-0.0
Netherlands,-254582555.56,-15720555.56,-117952000.0,0.0,0.0,0.0
Russian Federation,,,1493383375.0,-33690074666.67,-316475160444.44,168484672200.0
Mali,797555755.56,334725100.0,-2785444433.33,473019888.89,4481533633.33,44.44
Argentina,-0.0,0.0,-10615.11,4055.56,-44.44,-217411643511.11
Slovakia,,,-27976142.86,0.0,0.0,-0.0
United States,-111111.11,-111111.11,0.0,-111111.11,-222222.22,500000.0
Botswana,0.0,0.0,-89306611.11,-81073477.78,1181559777.78,2308974074.83
Ethiopia,,,,,24475.0,15900537411.11
Estonia,,,30111504.28,39421222.22,25279777.78,-81466666.67
