Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2022
Norway,0.79,0.97,0.3,0.43,2.69,2.52,3.88,0.69,1.37
Germany,0.45,0.13,0.1,0.1,1.25,3.69,2.0,1.81,2.92
Uganda,-0.01,0.1,-0.0,0.29,2.44,3.18,4.46,3.08,4.12
kos,,,,,,,9.01,4.37,5.25
Somalia,0.77,0.31,0.58,-1.16,0.04,0.06,2.89,4.06,5.54
Switzerland,,,0.98,0.93,2.55,3.7,6.18,11.19,-13.86
Suriname,0.52,0.09,-2.96,-18.32,-2.14,-4.52,-4.36,3.19,0.17
Chile,0.1,0.71,1.6,2.72,6.34,5.03,7.4,7.19,4.81
"Korea, Republic of",0.96,0.2,0.35,0.42,0.91,1.37,0.88,0.75,0.91
United Arab Emirates,0.47,0.21,0.1,0.23,0.1,2.83,3.04,2.53,4.37
Slovakia,,,,1.2,1.24,6.63,4.66,2.32,1.8
Mauritius,0.52,0.24,0.48,0.96,0.76,1.26,3.39,3.2,2.47
Bahamas,13.44,1.68,-0.31,0.41,2.28,2.82,7.29,2.89,3.88
Comoros,,0.0,0.39,0.4,0.1,0.13,1.05,0.51,0.35
Finland,0.17,0.12,0.25,0.44,3.16,5.2,2.79,3.79,2.76
Saint Lucia,,18.89,6.42,6.25,5.94,11.88,13.19,6.73,3.96
Viet Nam,,,0.01,3.1,8.26,3.79,6.47,4.54,4.6
Guinea-Bissau,-0.05,0.04,0.22,0.4,0.46,0.57,2.18,1.46,1.98
Belarus,,,,0.09,1.39,1.01,3.53,2.57,2.12
Luxembourg,,,,,,14.88,27.27,21.97,-46.98
Nepal,0.01,0.01,0.02,0.06,0.31,0.08,0.21,0.37,0.36
Panama,,2.59,0.73,0.14,7.3,6.07,10.25,8.63,3.0
Djibouti,,,0.09,0.24,0.57,2.16,13.13,7.85,5.3
Zimbabwe,0.88,0.12,-0.06,0.03,2.08,0.47,1.29,1.97,1.21
"Micronesia, Federated States of",,,,,,,,6.33,
"Palestine, State of",,,,,4.57,0.61,1.52,1.15,1.15
Sao Tome and Principe,0.0,0.0,0.03,-0.08,2.08,5.17,23.57,8.79,11.33
