Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019
Cameroon,9.12,9.1,10.06,10.2,13.79,15.54,13.68,10.48,8.96,7.95,6.55
Poland,5.48,4.73,3.52,4.02,3.88,2.89,2.51,2.27,1.97,1.68,1.51
Gabon,2.17,1.4,1.34,1.07,0.92,0.74,0.78,0.63,0.68,0.72,0.64
Niger,45.47,43.93,42.22,40.03,37.12,33.5,29.47,20.52,25.73,25.25,24.51
Jamaica,1.93,1.76,1.4,1.04,0.53,0.48,0.56,0.63,0.62,0.61,0.6
Türkiye,10.06,9.23,8.22,7.35,6.25,5.02,5.01,4.49,4.61,4.46,4.37
Mauritania,17.7,17.54,16.08,16.41,15.72,9.16,8.16,6.91,7.41,5.61,5.01
New Caledonia,0.26,0.25,0.27,0.28,0.27,0.26,0.23,0.21,0.21,0.21,0.2
Côte d'Ivoire,26.18,25.82,22.88,23.09,21.39,18.51,16.2,12.31,9.37,9.99,8.79
Cambodia,30.29,28.76,26.61,25.67,25.41,23.43,18.86,6.3,4.24,4.29,3.28
Benin,23.49,18.49,17.45,15.88,14.64,14.01,13.11,12.32,11.26,10.58,9.57
Burundi,41.29,40.11,37.72,33.99,31.33,28.88,26.21,24.06,22.65,20.48,19.01
Mauritius,1.03,1.01,0.96,0.83,0.83,0.82,0.74,0.79,0.96,1.03,0.77
Turkmenistan,5.13,5.0,4.57,4.14,3.75,3.32,2.93,2.54,2.26,2.07,1.89
Peru,12.79,11.34,10.91,11.27,11.4,9.53,9.12,8.2,8.06,7.23,7.44
Cuba,1.0,1.07,1.27,1.48,1.48,1.22,1.23,1.74,1.76,1.94,2.01
Saint Lucia,1.99,1.37,1.09,0.53,0.4,0.29,0.21,0.17,0.14,0.12,0.13
Myanmar,28.93,27.76,26.63,25.45,24.26,22.55,20.73,19.42,18.16,17.12,16.92
Austria,2.09,2.03,1.62,1.58,0.93,1.65,1.89,1.77,1.74,1.33,1.11
Spain,2.6,2.25,1.61,1.08,0.98,0.81,0.65,0.55,0.44,0.39,0.34
Suriname,0.39,0.76,1.0,1.08,1.02,0.98,0.99,1.0,1.09,1.29,1.35
Senegal,27.5,24.85,24.32,23.52,23.31,23.23,22.29,21.39,20.95,20.09,19.16
India,13.25,13.28,12.96,12.76,13.25,12.4,11.07,10.3,9.58,8.69,7.65
Hong Kong,0.19,0.12,0.11,0.14,0.18,0.13,0.12,0.1,0.14,0.09,0.08
Finland,1.61,1.66,0.89,0.65,0.51,0.62,0.62,0.58,0.58,0.53,0.44
Canada,0.22,0.18,0.22,0.14,0.13,0.11,0.09,0.09,0.1,0.1,0.09
Denmark,0.25,0.26,0.26,0.26,0.27,0.32,0.22,0.14,0.22,0.32,0.32
Russian Federation,0.12,0.15,0.12,0.1,0.11,0.12,0.37,0.41,0.37,0.39,0.37
