Country,1990-1995,1996-2001,2002-2006,2007-2011,2012-2016,2017-2021
Bosnia and Herzegovina,31.51,31.51,28.74,23.84,23.94,27.76
Latvia,30.69,17.74,21.19,34.68,38.61,42.64
Yemen,27.35,27.35,5.41,5.68,21.81,0.37
Guatemala,27.44,29.36,30.16,20.51,20.8,23.1
Italy,50.53,52.84,53.4,53.99,54.37,54.45
Jamaica,1.92,2.88,4.12,6.92,4.83,1.35
Algeria,3.99,3.3,2.21,0.66,2.76,3.95
Brunei Darussalam,0.0,38.54,38.2,64.95,81.6,39.42
El Salvador,30.73,25.55,14.54,16.78,14.18,15.71
Canada,59.07,61.13,58.98,56.04,57.88,54.64
Uganda,40.54,22.72,27.84,19.65,19.87,20.63
Maldives,0.01,0.0,0.5,0.11,1.14,0.65
Cabo Verde,0.1,7.44,1.68,0.22,0.29,0.67
Mauritius,7.11,4.78,10.31,7.75,4.05,13.41
Slovenia,46.16,53.21,58.42,62.56,62.33,66.33
Senegal,23.6,26.08,24.42,17.24,15.7,14.51
Sweden,58.39,63.06,61.7,58.36,58.08,60.02
Tajikistan,66.3,66.3,66.3,38.58,20.1,5.21
Haiti,8.01,4.03,3.8,3.8,3.8,3.8
Sri Lanka,5.16,6.74,8.38,9.48,8.5,9.75
Kyrgyzstan,34.12,42.04,27.48,23.59,26.13,20.95
North Macedonia,34.2,22.13,20.36,29.29,52.81,63.65
Lao People's Democratic Republic,4.09,4.09,4.09,4.03,13.64,21.87
Estonia,32.16,39.81,45.79,45.09,49.35,50.62
