Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017
Slovenia,,,,,,,0.11,0.13,0.15
Finland,0.04,0.1,0.18,0.37,0.63,0.32,0.36,0.48,0.51
Canada,0.18,0.37,0.49,0.46,0.46,0.34,0.27,0.31,0.27
Italy,0.14,0.15,0.12,0.26,0.35,0.18,0.18,0.18,0.21
United Kingdom,0.51,0.41,0.42,0.34,0.31,0.27,0.35,0.49,0.68
Iceland,,,,,,0.1,0.15,0.28,0.24
Belgium,0.6,0.49,0.53,0.55,0.42,0.33,0.45,0.52,0.46
"Korea, Republic of",,,,0.02,0.02,0.04,0.06,0.09,0.14
Denmark,0.12,0.36,0.62,0.81,0.96,1.0,0.93,0.84,0.81
Hungary,,,,,,,0.07,0.1,0.12
France,1.04,0.57,0.42,0.57,0.61,0.47,0.38,0.44,0.4
Ireland,,,0.13,0.22,0.18,0.29,0.37,0.54,0.38
Germany,0.4,0.36,0.39,0.45,0.39,0.29,0.29,0.37,0.51
Slovakia,,,,,,0.04,0.04,0.09,0.1
United States,0.56,0.33,0.25,0.23,0.19,0.11,0.15,0.19,0.18
Austria,0.06,0.11,0.21,0.28,0.16,0.23,0.3,0.38,0.32
Greece,,,,,,0.15,0.19,0.18,0.13
Australia,0.47,0.58,0.51,0.46,0.38,0.29,0.25,0.32,0.3
Portugal,,,0.02,0.06,0.27,0.26,0.31,0.26,0.2
Japan,0.21,0.25,0.24,0.3,0.3,0.25,0.24,0.2,0.2
