Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2021-2021
South Africa,28.3,,18.7,18.0,,20.5,,,,
Ireland,0.05,0.25,0.35,0.5,0.5,0.4,0.15,0.0,0.1,0.1
North Macedonia,,,9.8,9.75,6.05,5.0,4.35,3.4,2.7,
Belgium,0.15,0.2,0.1,0.15,0.15,0.1,0.1,0.1,0.1,0.0
Luxembourg,0.0,0.0,0.0,0.05,0.05,0.2,0.2,0.3,0.1,0.1
Comoros,14.6,,,,,18.6,,,,
Argentina,3.3,2.0,1.6,0.7,0.65,0.6,0.65,1.0,1.1,0.9
Marshall Islands,,,,,,,,,0.9,
Kiribati,,14.0,,,,,,,1.7,
Jamaica,1.2,,,,,,,0.1,,0.3
Bhutan,,5.9,,,1.7,,0.9,,,
Latvia,2.45,1.1,1.5,1.35,1.15,0.75,0.7,0.4,0.2,0.4
Chad,,,,36.6,,,,30.9,,
Djibouti,,,,,22.3,,19.1,,,
Benin,,,,54.3,,50.7,,20.1,,12.7
Angola,,,14.6,,,,,31.1,,
Sierra Leone,,,,38.7,,,,26.1,,
Namibia,,,26.9,,,15.6,,,,
Finland,0.05,0.1,0.1,0.05,0.1,0.1,0.05,0.1,0.0,0.0
Maldives,,,3.8,,,,0.0,,0.0,
Congo,49.6,,,35.4,,,,,,
Côte d'Ivoire,,,34.4,,,33.4,,11.5,,9.7
Austria,0.15,0.25,0.6,0.45,0.45,0.45,0.5,0.6,0.6,0.5
Philippines,,14.9,11.3,,10.9,6.5,,3.0,,3.0
