Country,1994-1995,1996-1997,1998-1999,2000-2000,2001-2001,2002-2002,2003-2003,2004-2004,2005-2005,2006-2006
Niger,,0.02,0.04,0.04,0.05,0.06,0.06,0.07,0.07,
Viet Nam,0.11,0.34,0.58,0.76,0.88,0.99,1.96,3.99,6.9,9.51
Japan,10.61,18.22,26.18,31.49,35.82,38.19,40.72,,,
Norway,25.18,33.85,42.6,48.87,50.79,52.83,54.97,57.2,59.41,63.13
"Moldova, Republic of",0.21,0.32,0.74,1.49,1.64,1.81,2.01,2.66,8.27,10.11
Chad,,,0.12,0.13,0.14,0.15,0.15,0.16,0.16,
Macao,,,13.68,15.78,17.87,20.39,25.75,29.53,34.77,41.45
Comoros,0.03,,0.26,0.43,0.56,0.57,0.61,0.64,0.68,
Vanuatu,,0.72,0.94,1.25,1.33,1.51,1.48,1.45,1.42,
Congo,,,0.29,0.32,0.34,0.36,0.4,0.44,0.48,
Gabon,0.41,0.66,0.85,0.94,1.54,1.89,2.24,2.94,3.25,3.34
Malta,7.31,11.76,16.74,20.42,22.84,,,,,
Mali,0.03,0.06,0.09,0.11,0.12,0.16,0.27,0.34,0.44,0.57
Somalia,,,,,0.07,0.2,0.32,0.63,0.91,
Slovenia,8.92,15.88,23.38,27.86,27.96,30.5,33.04,35.79,41.08,41.51
Tuvalu,,,,,1.07,1.75,2.51,4.04,8.05,
Yemen,,0.1,0.16,0.2,0.2,0.76,1.02,1.48,1.91,2.77
French Polynesia,,,,6.35,6.66,7.36,8.04,9.89,10.91,
Honduras,,0.34,0.89,1.09,1.22,1.35,1.45,1.56,1.43,1.64
Israel,12.27,17.82,21.74,26.13,25.74,25.37,25.02,,,
Benin,0.05,0.07,0.12,0.14,0.15,0.2,0.33,0.37,0.38,0.57
Luxembourg,,38.03,39.3,45.95,52.13,59.26,61.8,62.09,62.38,67.54
Nigeria,0.45,0.54,0.6,0.64,0.66,0.69,0.68,0.67,0.91,
Kenya,0.06,0.22,0.38,0.49,0.56,0.64,0.92,1.18,1.44,
Türkiye,1.38,1.86,2.92,3.66,3.9,4.27,4.68,5.13,5.56,5.93
Fiji,,,4.14,4.44,4.64,4.84,5.04,5.23,5.9,
Peru,1.47,2.08,3.26,4.05,4.74,5.23,6.63,8.34,10.01,
Paraguay,,,1.04,1.28,2.68,3.48,4.54,5.92,7.47,
Germany,16.5,22.38,28.76,33.57,37.99,43.15,48.44,54.45,60.47,65.28
Croatia,1.98,3.78,6.04,11.08,13.78,16.87,17.69,,,
