Country,1960-1966,1967-1973,1974-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,,,,,,0.0,0.0,0.0,0.0
"Virgin Islands, British",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sierra Leone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,2249.44,5123.85,8837.99,14698.56,21450.73,29791.32,44896.91,66680.73,76188.65
"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,0.0,0.0,0.0,0.0,152.79,3103.5,6412.97,14683.89,19576.89
Namibia,,,,,0.0,0.0,0.0,0.0,0.0
Finland,0.0,0.0,1578.91,1600.03,4371.68,6594.49,8486.05,8553.89,6119.61
Australia,4.71,2815.21,11887.89,24681.97,31253.23,37641.14,45986.01,59149.93,71468.0
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,1659.93,4319.73,4443.79
Macao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.73,46.45
India,91.67,946.09,2305.5,6032.83,19752.3,38100.13,46114.97,67893.89,93166.25
Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,3.06,132.01,850.13
Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
