Country,1960-1975,1980-1991,1992-1996,1997-2000,2001-2004,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020
"Venezuela, Bolivarian Republic of",0.82,1.13,1.94,,1.93,,,,1.66,
Dominican Republic,0.38,1.49,1.28,2.0,,1.09,1.51,,,1.41
Papua New Guinea,0.08,0.07,,0.06,,0.05,0.05,,,0.06
Nigeria,0.04,0.11,0.19,0.27,0.26,0.34,0.37,0.38,0.44,0.37
Benin,0.03,0.05,0.06,,0.04,0.06,0.06,,0.05,0.07
Ethiopia,0.01,0.01,0.02,0.02,0.03,0.03,0.02,,,0.09
Malaysia,0.19,0.32,0.45,0.67,0.73,0.85,1.16,1.45,1.63,2.06
"Iran, Islamic Republic of",0.27,0.34,0.58,1.05,0.88,0.71,,1.46,1.09,1.51
Morocco,0.08,0.05,0.21,0.46,0.51,0.58,0.64,0.77,0.73,
Austria,1.38,3.05,3.4,3.78,4.11,4.5,4.81,5.01,5.15,5.3
Poland,1.3,1.98,2.28,2.3,2.3,2.14,2.16,2.23,2.34,3.71
Sao Tome and Principe,0.27,0.46,0.4,,0.51,,,,0.31,0.49
Afghanistan,0.05,0.09,0.14,0.11,0.21,0.18,0.24,0.28,0.27,0.26
Armenia,,,,2.62,2.47,2.58,2.76,2.89,3.75,
Mauritania,0.04,0.06,0.1,,0.11,,0.15,0.16,0.18,0.19
Jordan,0.37,1.08,,1.63,2.16,2.27,2.25,2.35,2.48,2.51
Dominica,0.15,0.49,0.48,0.55,1.82,,,,1.14,1.12
Northern Mariana Islands,,,,0.44,,,,,,
Pakistan,0.22,0.39,0.51,0.57,0.64,0.72,0.75,0.82,0.92,1.02
Sudan,0.05,0.11,0.09,0.16,0.26,0.36,,,0.34,
India,0.21,0.62,,,,,,,,0.7
Marshall Islands,,,0.42,0.47,,0.57,0.61,0.46,,
Central African Republic,0.02,0.04,0.04,,0.08,0.04,0.04,,0.07,0.07
Yemen,0.03,0.08,0.24,0.22,0.32,0.3,0.3,0.29,,
South Sudan,,,,,,,,,,0.04
Equatorial Guinea,0.13,0.28,0.23,,0.18,,,,0.35,
Fiji,0.48,0.45,0.47,0.39,0.44,0.38,0.41,0.77,0.81,
