Country,1962-1967,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Bahrain,,,1.79,6.4,4.93,5.62,5.2,4.71,3.6,3.42,4.44,3.77
Malaysia,3.5,4.78,4.32,4.55,3.8,2.76,2.59,1.93,2.2,1.63,1.39,0.96
Denmark,2.83,2.41,2.21,2.35,2.14,1.98,1.72,1.53,1.38,1.35,1.15,1.34
"Moldova, Republic of",,,,,,,0.81,0.47,0.44,0.38,0.31,0.35
Egypt,8.9,14.44,14.61,7.44,7.62,3.86,3.03,2.81,2.75,1.93,1.62,1.15
Slovakia,,,,,,,2.47,1.72,1.65,1.27,1.06,1.68
Afghanistan,,1.63,1.85,,,,,,2.22,1.87,1.05,1.34
Lebanon,4.14,4.58,6.89,9.96,7.42,5.47,5.94,4.88,4.58,4.04,4.58,3.87
Tunisia,1.5,1.44,1.74,2.59,2.63,1.92,1.76,1.56,1.41,1.35,1.95,2.44
Croatia,,,,,,7.61,9.35,3.69,1.76,1.74,1.69,1.81
Kuwait,,2.11,3.7,4.34,6.65,42.89,11.53,7.73,4.76,3.53,4.67,5.66
Lao People's Democratic Republic,,,,,,8.68,5.9,1.15,0.39,0.22,0.19,
Togo,1.35,1.38,2.12,2.36,2.63,3.03,2.82,,1.41,1.63,1.78,3.3
Armenia,,,,,,2.2,3.39,3.32,2.87,3.85,4.02,4.54
Sri Lanka,0.9,0.97,0.76,0.71,2.21,2.59,4.63,4.27,2.91,2.79,2.19,1.71
Niger,,,0.88,0.74,0.71,,1.0,1.14,0.91,0.99,1.45,1.69
Mongolia,,,,,5.83,4.4,1.68,1.87,1.18,0.8,0.84,0.69
Congo,,4.33,4.53,3.72,3.07,3.83,3.64,1.96,1.98,1.73,3.58,2.34
