Country,2009-2010,2011-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Congo,50.1,,,,,,,,,,,
"Moldova, Republic of",62.03,64.89,64.51,69.27,69.35,68.54,67.98,66.73,68.24,68.1,72.76,73.65
Lebanon,,,,,,,,,21.17,,,
Bulgaria,58.16,55.2,55.56,54.59,53.4,51.48,54.07,53.0,53.95,52.47,50.8,52.55
Georgia,64.15,57.71,57.23,57.7,60.33,57.8,57.46,54.97,54.12,54.43,,
Niger,,38.27,,41.88,,,33.87,,62.31,,,64.91
Burkina Faso,,,,40.27,,,,43.82,,,,39.62
Eswatini,,,,,,44.57,,,,,56.55,
Dominican Republic,48.57,53.94,54.88,53.5,56.94,53.08,52.42,53.07,55.63,48.74,56.07,57.03
Sri Lanka,36.73,32.46,36.51,36.11,38.02,38.84,38.94,35.48,36.26,33.56,32.68,33.82
Guyana,,,,,,,,58.22,56.62,,,
Jamaica,53.64,53.0,52.95,53.12,,56.57,58.08,57.82,59.05,61.16,57.61,61.05
Samoa,,30.06,,,,,44.24,,,,,34.62
"Tanzania, United Republic of",42.68,63.35,64.41,79.62,,,,,,19.04,,
Spain,66.57,65.45,65.38,64.5,63.54,64.73,61.86,61.6,61.58,57.82,58.68,59.92
El Salvador,59.16,56.6,57.58,55.07,53.16,55.5,55.64,54.21,54.7,56.55,55.84,56.79
