Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Colombia,6060.0,9140.0,8680.0,8520.0,8060.0,8175.0,8325.0
Philippines,100.0,160.0,700.0,1980.0,6380.0,12000.0,19750.0
Morocco,1000.0,1120.0,1380.0,1380.0,1120.0,1000.0,1000.0
Qatar,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Bolivia, Plurinational State of",1480.0,1340.0,1520.0,1680.0,1760.0,1800.0,1750.0
Malawi,92600.0,76000.0,54800.0,42000.0,36400.0,27250.0,15750.0
Latvia,200.0,700.0,600.0,500.0,500.0,500.0,500.0
Benin,4880.0,5620.0,4260.0,3560.0,2380.0,1600.0,1025.0
Panama,1040.0,1160.0,1200.0,1240.0,1300.0,1300.0,1300.0
Peru,8160.0,6300.0,5380.0,4280.0,3460.0,4600.0,5225.0
Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Czechia,100.0,100.0,180.0,200.0,200.0,200.0,200.0
Burkina Faso,13000.0,7780.0,5560.0,4180.0,2740.0,1600.0,1100.0
Suriname,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Viet Nam,6640.0,16800.0,18600.0,15000.0,11400.0,8650.0,6375.0
Cabo Verde,200.0,200.0,200.0,200.0,200.0,350.0,200.0
Canada,2320.0,2300.0,2220.0,2120.0,1680.0,1675.0,1500.0
Guatemala,2980.0,2920.0,1820.0,1080.0,900.0,1000.0,1000.0
France,6020.0,6100.0,6400.0,6340.0,6180.0,5575.0,5400.0
North Macedonia,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Eswatini,10400.0,17400.0,13600.0,12400.0,12000.0,7525.0,4575.0
Bahamas,500.0,500.0,500.0,260.0,200.0,100.0,100.0
Honduras,3120.0,3320.0,1700.0,800.0,500.0,500.0,500.0
Portugal,3320.0,2500.0,1940.0,1700.0,1380.0,1025.0,1000.0
Egypt,100.0,140.0,380.0,800.0,1360.0,2600.0,4075.0
