Country,1970-1974,1975-1979,1980-1984,1985-1988,1989-1992,1993-1996,1997-2000,2001-2004,2005-2008
Sri Lanka,0.0,2.0,23.0,10.75,100.0,2.75,6.0,60.75,24.25
Bangladesh,5835.4,39.6,420.0,1196.0,173.25,276.5,342.0,258.0,328.25
Côte d'Ivoire,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.5
Solomon Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Salvador,0.0,0.0,100.0,8.25,3.0,2.0,2.25,0.25,20.0
Hungary,60.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0
Canada,0.0,0.0,0.0,0.75,2.0,2.5,1.75,1.0,1.25
Sierra Leone,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.5,5.0
Saint Kitts and Nevis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Venezuela, Bolivarian Republic of",0.0,0.0,0.0,36.0,0.0,6.5,7504.5,10.0,26.25
Poland,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.75,0.5
Vanuatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Ecuador,4.0,0.0,61.4,0.0,14.25,0.0,69.75,22.25,14.25
Cambodia,0.0,0.0,0.0,0.0,25.0,141.25,88.5,21.25,5.75
Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigeria,0.0,0.0,0.0,32.5,0.0,7.5,27.0,77.5,47.75
Ireland,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Anguilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,0.0,1.2,0.0,0.0,0.0,2.75,1.5,0.25,5.5
United States,58.6,61.2,23.0,6.25,13.25,56.5,27.75,15.75,54.25
Netherlands,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
yem_south,0.0,0.0,96.4,0.0,6.25,0.0,0.0,0.0,0.0
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
Pakistan,94.8,318.4,60.6,49.0,372.5,376.25,301.25,129.5,411.0
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25
Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.75,21.25
Jamaica,0.0,8.8,0.0,15.75,3.75,2.25,0.0,2.25,0.25
