Country,1991-1996,1997-2002,2003-2008,2009-2013,2014-2018,2019-2023
Botswana,17.05,17.24,17.16,14.72,17.07,19.98
Nigeria,3.96,3.9,3.75,3.89,4.76,3.99
"Tanzania, United Republic of",3.11,3.02,2.29,2.37,1.6,1.8
Colombia,6.99,13.63,9.41,8.3,7.07,9.71
South Africa,18.1,17.75,17.5,20.49,21.99,25.72
Niger,1.92,1.84,2.61,1.01,0.62,0.66
Zimbabwe,7.02,7.04,4.6,4.69,5.74,8.8
Türkiye,8.29,7.86,10.44,10.37,9.38,10.48
Benin,2.06,1.26,0.95,1.67,1.53,1.3
Tonga,1.25,2.85,1.86,1.16,1.51,1.83
Kuwait,0.47,0.5,0.91,1.39,1.18,1.23
Georgia,7.18,13.24,14.5,21.79,17.52,12.97
Equatorial Guinea,7.14,7.44,7.28,7.25,7.45,8.04
Namibia,19.33,20.64,19.69,18.07,20.07,21.5
Papua New Guinea,3.47,3.8,3.14,3.29,3.28,3.28
Tajikistan,7.51,15.73,13.5,10.87,8.18,8.01
Lao People's Democratic Republic,2.6,2.09,1.29,1.26,3.11,2.21
Sri Lanka,9.46,6.64,5.09,3.26,2.95,4.05
Uruguay,7.51,9.84,8.95,5.12,6.26,7.59
Kyrgyzstan,1.21,1.74,2.3,2.82,3.31,4.02
Paraguay,5.42,5.62,4.39,3.78,4.54,5.46
Liberia,2.63,2.07,2.3,2.25,3.32,4.14
United States,6.58,4.68,5.4,9.21,4.98,4.89
Angola,14.65,14.32,14.24,14.71,15.75,15.61
Belgium,6.32,6.55,7.04,7.85,7.91,5.97
Serbia,11.34,11.65,15.28,19.93,14.9,8.94
Norway,5.99,3.76,3.71,3.63,4.45,4.05
