Country,1977-1981,1982-1985,1986-1989,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2008,2009-2011,2012-2014
Netherlands,0.58,0.56,0.61,0.68,0.75,0.68,0.79,0.77,0.6,0.56,0.49
United Kingdom,0.82,0.69,0.67,0.5,0.67,0.46,0.3,0.22,0.22,0.16,0.12
Bulgaria,1.26,1.67,1.37,1.63,1.62,1.77,1.37,1.04,0.76,0.74,0.58
Mongolia,,,,,,,,,,,
Thailand,6.42,,,,2.43,,,1.55,1.27,1.12,1.14
Belgium,0.95,1.42,1.46,0.96,1.38,1.69,1.4,1.33,1.02,0.8,0.78
Bosnia and Herzegovina,,0.09,0.18,0.04,,,,,,,0.45
Latvia,3.88,3.77,3.32,5.46,10.03,7.57,6.12,5.48,3.7,2.18,2.43
Saint Vincent and the Grenadines,2.76,7.21,,,,,,,,,
Guadeloupe,,,,,,,,,,2.5,
Tunisia,,,,,,,,,,0.06,
Russian Federation,6.69,6.27,4.6,7.15,12.64,10.34,,,,,
Qatar,,,,,,,1.47,,,,
Czechia,,,0.95,1.57,1.46,0.88,0.93,0.82,0.65,0.65,0.65
Philippines,0.15,,,,,,,,,,
Saint Kitts and Nevis,,,,4.66,,,,,,,
Chile,0.88,0.73,0.67,0.74,0.57,,,,,,
Spain,0.33,0.37,0.47,0.45,0.44,0.44,0.43,0.62,0.42,0.4,0.37
Kuwait,0.74,0.68,0.36,,1.02,0.78,1.13,0.81,0.32,0.09,0.58
Cyprus,,,,,,,,0.93,0.42,1.23,0.83
Malaysia,,,,,,,,,0.4,0.32,0.2
Luxembourg,2.03,1.46,1.82,2.07,0.83,0.81,1.24,1.52,0.65,1.27,0.44
Slovenia,,1.88,1.26,1.2,1.09,1.02,0.64,1.05,0.61,0.65,0.66
