Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2009,2010-2012
"Bolivia, Plurinational State of",-0.64,-7.07,11.57,38.89,-7.93,2.53
Kenya,1.68,5.44,12.95,25.41,33.55,36.55
Cuba,-6.42,-10.55,-13.38,-20.76,-29.31,-29.73
North Macedonia,-9.4,-12.97,-13.49,-13.58,-17.64,-16.86
Bangladesh,-1.88,-0.93,3.77,7.35,12.53,19.54
Belize,6.84,-4.44,-0.63,8.81,16.11,33.2
Georgia,-9.06,-17.36,-17.68,-12.91,-6.11,-1.87
Saint Kitts and Nevis,8.72,18.66,26.48,32.16,20.58,15.24
India,2.71,6.77,10.34,13.26,18.44,22.43
Slovakia,-17.85,-30.61,-30.64,-35.28,-37.3,-37.35
Mauritania,2.11,11.17,36.36,50.32,61.43,69.96
Maldives,7.17,21.83,40.54,64.77,90.15,108.32
Lebanon,9.94,21.66,30.99,43.44,55.69,63.09
Tuvalu,9.95,16.74,20.51,22.01,22.57,24.38
Fiji,6.14,14.71,11.18,9.33,11.0,11.4
Portugal,3.51,12.07,24.5,31.84,31.07,29.92
Honduras,2.9,1.69,-8.85,26.43,37.5,45.72
Gabon,2.15,21.9,21.94,20.87,13.79,10.85
Italy,-1.95,-0.33,-3.79,-13.77,-20.1,-22.89
Vanuatu,11.98,20.39,23.79,21.07,20.25,17.61
Malawi,-2.71,-6.48,-4.08,0.52,4.02,13.27
Paraguay,-1.45,4.86,9.97,-0.54,-5.28,3.78
China,-0.5,5.61,4.16,25.83,49.61,66.91
Bermuda,1.54,5.36,10.7,16.91,22.17,27.3
New Zealand,-1.21,1.2,0.51,3.53,3.83,6.28
Niger,10.24,24.48,29.94,26.49,41.75,52.17
Turkmenistan,-21.42,-54.98,-29.3,-2.3,-0.46,-18.71
