Country,1921-1930,1931-1939,1940-1948,1949-1957,1958-1966,1967-1975,1976-1984,1985-1993,1994-2002,2003-2011
Suriname,,,,,,5.0,0.0,0.22,5.0,5.0
"Moldova, Republic of",-7.5,-8.78,-9.0,-7.89,-7.0,-7.0,-7.0,-1.56,7.22,8.0
Trinidad and Tobago,,,,,8.0,8.0,8.11,9.0,9.67,10.0
Senegal,,,,,-4.86,-6.78,-2.44,-1.0,2.0,7.44
Eritrea,,,,,,,,-6.0,-6.22,-7.0
"Korea, Democratic People's Republic of",,,-7.0,-7.22,-8.11,-9.0,-9.0,-9.0,-10.0,-10.0
Tajikistan,-7.5,-8.78,-9.0,-7.89,-7.0,-7.0,-7.0,-5.0,-3.11,-3.0
Finland,9.7,4.0,7.33,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Cambodia,,,,-7.2,-9.0,-6.11,-5.44,0.0,0.67,2.0
Lithuania,-0.8,-8.56,-9.0,-7.89,-7.0,-7.0,-7.0,-0.11,10.0,10.0
Kenya,,,,,1.5,-5.44,-6.67,-6.33,-1.89,7.67
Honduras,5.0,1.44,-3.0,-2.56,-1.0,-0.89,2.11,5.56,6.44,7.0
China,-5.0,-6.67,-8.33,-8.0,-8.11,-8.22,-7.0,-7.0,-7.0,-7.0
Serbia,-2.0,-7.0,-3.33,-7.0,-7.0,-7.0,-5.89,-5.22,-2.0,7.33
Dominican Republic,-3.2,-8.78,-9.0,-9.0,-2.44,-3.0,4.0,6.0,7.33,8.0
South Sudan,,,,,,,,,,0.0
Burundi,,,,,-3.6,-7.0,-7.0,-5.78,-1.22,5.56
Benin,,,,,-1.86,-5.89,-7.0,-1.89,6.0,6.67
