Country,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019
Guatemala,64.2,55.25,51.65,48.45,50.3,36.2,25.1,24.1,22.9,18.1,17.3
Timor-Leste,154.8,106.7,10.0,5.75,3.95,1.6,0.3,0.5,0.5,0.6,0.7
Suriname,,155.55,128.75,115.55,107.15,101.0,100.7,96.5,94.0,93.4,93.5
Romania,9.15,4.95,4.2,2.85,3.0,2.35,2.1,2.0,0.4,0.4,0.3
Austria,6.05,5.65,5.25,5.15,5.05,5.15,5.3,5.2,5.1,4.8,4.7
Sao Tome and Principe,307.5,276.5,124.05,93.5,21.4,18.45,16.7,15.2,13.2,12.3,12.4
Netherlands,13.25,10.1,5.95,5.65,5.3,5.1,4.6,4.5,4.4,4.2,4.0
Antigua and Barbuda,,12.25,11.2,9.85,11.15,9.85,9.4,9.3,9.1,8.7,8.0
Sudan,102.4,74.05,54.05,43.15,36.0,26.6,14.8,30.5,27.8,20.9,17.8
Solomon Islands,133.9,126.35,97.65,74.3,51.2,41.5,31.4,28.5,28.9,28.1,27.4
Norway,3.2,2.6,2.2,1.85,1.75,1.25,0.9,0.9,0.9,0.9,0.8
Sweden,0.7,0.7,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5
Croatia,15.0,12.1,10.1,8.25,7.75,6.35,3.4,7.4,7.2,6.6,6.2
Panama,14.75,14.15,12.25,10.15,9.55,7.25,6.7,6.6,6.5,6.1,5.8
Malawi,128.5,177.65,157.3,108.2,115.7,113.35,84.6,42.2,44.6,38.6,32.6
North Macedonia,10.8,8.5,4.5,1.9,1.75,1.0,0.2,0.1,3.4,3.3,3.1
Armenia,7.7,5.6,4.2,2.85,2.7,1.05,1.0,0.9,0.9,0.8,0.8
Maldives,12.65,14.0,12.45,9.7,7.45,6.2,4.9,5.2,4.7,4.0,4.1
