Country,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
Burundi,0.0,0.0,0.85,1.89,0.0,0.0,0.0,1.49,-3.13,0.32
Peru,4.85,0.0,0.0,-1.05,2.04,0.35,-0.43,0.8,0.71,0.0
Bhutan,1.09,0.0,-0.81,0.0,1.05,0.26,4.76,0.0,0.0,0.0
China,4.18,0.0,0.95,0.0,1.08,1.61,0.0,-3.36,0.0,0.0
"Congo, The Democratic Republic of the",0.0,0.0,0.81,0.0,4.0,0.87,0.0,0.0,0.0,-1.14
Singapore,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.02,0.0,0.0
Nigeria,1.38,-1.38,0.88,-0.61,2.7,0.08,-0.1,0.45,0.0,-1.4
Argentina,-5.89,6.26,0.0,0.0,0.59,0.0,-0.93,1.31,0.0,1.55
Libya,0.0,0.0,0.0,0.71,0.0,0.0,0.0,11.0,-2.14,-1.7
Equatorial Guinea,4.96,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papua New Guinea,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,-1.94,0.11
Thailand,-1.16,0.0,0.0,2.52,0.73,-1.09,,,,
Bosnia and Herzegovina,,,,0.0,0.0,0.0,0.48,-0.48,0.0,-1.45
Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97
"Bolivia, Plurinational State of",0.0,3.76,-0.95,2.2,0.88,1.98,1.56,-1.77,-0.84,-1.68
Mali,1.14,0.0,0.0,5.24,-0.81,0.0,0.0,1.02,-3.0,0.63
Israel,-0.52,0.0,-1.03,0.67,0.0,-0.67,0.0,0.0,0.0,0.73
Honduras,-2.82,0.0,0.9,1.16,0.0,0.0,1.1,-1.23,-1.32,0.0
India,3.76,0.0,2.21,-1.05,0.0,0.6,0.0,-0.92,-3.72,0.5
Finland,0.0,0.9,1.54,-0.94,-0.69,0.0,0.0,0.0,0.0,-0.02
Nepal,0.6,0.0,2.93,2.68,0.0,0.16,2.0,-2.0,1.0,-2.17
"Taiwan, Province of China",1.4,0.0,4.43,0.63,2.34,0.0,-1.71,0.0,0.0,2.31
"Palestine, State of",,,0.0,3.72,0.0,-0.5,-1.32,0.0,0.0,1.94
Romania,0.53,0.0,8.05,0.0,0.0,0.95,0.0,1.09,-3.29,1.32
Nicaragua,7.18,-0.88,1.23,0.77,-2.0,-1.16,1.94,0.0,-3.32,-1.33
Panama,0.0,-0.57,3.71,-0.39,0.0,0.0,0.0,0.0,0.0,0.93
