Country,2006-2008,2009-2011,2012-2014,2015-2016,2017-2018,2019-2020,2021-2022
"Bolivia, Plurinational State of",,,,,0.49,0.47,
Dominica,3.73,3.22,2.72,2.66,3.04,2.85,3.25
Russian Federation,4.05,2.18,4.01,4.46,3.6,2.56,2.42
Montenegro,8.65,5.62,6.7,6.97,9.49,9.01,
Timor-Leste,0.74,4.45,3.75,2.95,2.49,1.87,2.04
Central African Republic,,0.05,0.05,0.08,0.12,0.13,
Madagascar,,,0.12,0.1,0.12,0.11,0.11
Congo,0.02,0.02,0.02,0.03,0.03,0.04,
South Sudan,0.34,0.49,0.55,0.21,,,
Namibia,0.67,0.65,0.81,0.95,1.39,0.68,0.72
Mongolia,6.83,5.24,6.4,5.27,5.84,5.7,6.9
Poland,0.5,0.66,1.07,1.62,1.49,1.64,2.17
Côte d'Ivoire,,,0.21,0.55,0.68,0.78,0.96
India,0.08,0.1,0.11,0.1,0.12,0.15,0.18
Sierra Leone,0.13,0.23,0.25,0.25,0.37,,
Peru,2.61,3.39,3.94,3.94,3.89,4.01,4.73
Slovenia,3.52,3.99,4.39,3.51,3.16,2.75,2.7
Pakistan,0.03,0.02,0.03,0.05,0.09,0.14,0.19
Mauritius,9.79,8.06,7.56,9.25,9.46,7.71,8.67
Honduras,,0.39,0.31,0.42,0.38,0.46,0.5
Greece,,0.31,0.63,0.75,1.28,1.76,2.0
"Micronesia, Federated States of",,,,,0.36,,
