Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2008
Ecuador,0.0,0.0,35.8,0.0,4.4,24.8,5.2,0.0
Norway,0.0,0.0,0.0,7.2,0.0,31.0,0.0,0.0
Egypt,0.0,0.0,4.2,4.6,0.0,0.0,29.6,0.0
Myanmar,0.0,0.0,0.0,46.8,0.0,2.8,3.2,0.0
United Arab Emirates,0.0,0.0,22.4,0.0,0.0,17.0,8.6,0.0
Costa Rica,0.0,0.0,0.0,0.0,4.6,0.0,2.0,0.0
Sweden,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0
"Iran, Islamic Republic of",0.0,0.0,25.6,78.6,74.2,17.6,97.8,48.5
Hong Kong,0.0,0.0,0.0,0.0,26.0,0.6,0.0,0.0
yug,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0
Ethiopia,0.0,0.0,0.0,17.0,0.0,1.8,0.0,0.0
Pakistan,0.0,0.0,0.0,16.8,0.0,14.4,5.2,11.25
Guadeloupe,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Spain,0.0,0.0,83.8,29.6,0.0,0.0,0.0,38.5
"Tanzania, United Republic of",0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
Peru,0.0,0.0,4.2,31.6,11.8,63.2,9.2,18.5
North Macedonia,0.0,0.0,0.0,0.0,39.6,0.0,0.0,0.0
Azerbaijan,0.0,0.0,0.0,0.0,12.2,13.8,0.0,5.75
Netherlands,0.0,0.0,0.0,0.0,14.8,20.0,0.0,0.0
Kazakhstan,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0
Mongolia,0.0,0.0,0.0,0.0,14.0,13.8,2.0,3.5
Lao People's Democratic Republic,0.0,0.0,0.0,0.0,0.0,16.8,5.6,0.0
Haiti,0.0,0.0,0.0,0.0,0.0,4.8,4.2,0.0
ussr,35.2,0.0,116.4,99.0,21.4,0.0,0.0,0.0
France,119.4,0.0,36.0,12.2,19.4,6.6,22.8,0.0
Benin,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0
Nepal,0.0,0.0,0.0,0.0,56.0,5.0,8.6,13.5
