Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
South Africa,0.98,-0.15,0.2,-0.2,0.08,0.96,2.04,0.78,2.08,1.39,0.76,3.55
Comoros,,,0.02,0.85,0.09,0.12,0.13,0.11,0.98,1.02,0.43,0.32
"Bolivia, Plurinational State of",1.17,0.66,0.63,0.12,1.5,8.16,9.55,0.79,2.87,3.8,1.33,-0.55
Canada,2.19,1.72,1.06,1.14,1.11,2.48,5.07,1.99,4.02,3.01,2.52,2.6
Jamaica,6.65,-0.05,0.03,0.4,2.63,2.23,5.21,6.37,5.45,3.0,6.01,2.54
Equatorial Guinea,,,1.5,2.92,16.97,84.38,30.47,12.38,8.28,4.27,1.94,3.93
Netherlands,1.51,0.78,1.02,1.8,2.09,4.41,10.44,26.64,32.92,28.98,16.34,-9.55
Greece,0.31,0.84,0.97,0.99,0.97,0.56,0.02,0.96,0.81,0.86,1.42,2.55
Colombia,0.38,0.34,1.05,1.54,1.29,3.08,2.24,3.92,3.59,4.23,4.16,3.75
Finland,0.16,0.14,0.13,0.39,0.4,3.23,6.18,3.59,4.2,1.07,3.11,4.04
Somalia,0.65,0.71,-0.62,-0.27,0.61,,,,,4.21,4.55,5.69
Norway,0.81,1.07,0.42,0.52,0.6,2.59,2.95,2.59,4.46,1.97,-0.74,1.65
Latvia,,,,,,5.55,3.11,4.86,3.54,3.99,2.33,4.6
Benin,0.86,0.29,0.09,-0.27,-0.29,0.0,-0.03,-0.19,0.64,2.49,1.34,1.53
Lithuania,,,,,,3.62,4.17,4.37,3.04,2.07,2.64,4.9
