Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019,2020-2021
Suriname,20.14,35.25,,13.18,0.19,1.53,,,0.0,0.0
Madagascar,0.0,0.0,0.0,0.01,0.0,0.01,2.66,0.1,0.0,0.0
Sierra Leone,,,0.0,0.0,0.33,0.42,,,,0.0
Indonesia,0.0,0.01,0.0,0.0,0.03,0.0,,0.0,0.0,0.0
India,0.0,0.0,0.0,0.0,0.09,0.25,0.36,0.02,0.03,0.0
Solomon Islands,,,,,4.85,,3.82,2.02,1.73,0.0
Sri Lanka,0.35,0.46,0.77,0.69,0.83,0.66,5.72,0.43,0.33,0.37
Netherlands,4.86,9.85,4.0,3.55,3.42,3.26,3.03,2.56,3.07,14.47
Angola,,,0.31,0.0,0.71,0.0,0.0,0.0,0.0,0.0
Bangladesh,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.01,0.05,0.04
Myanmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kenya,,12.38,6.06,0.46,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,18.31,6.25,0.33,0.2,0.7,0.81,0.0,0.01,0.01,0.01
Malaysia,1.15,1.01,1.35,1.89,0.13,0.66,2.33,1.28,,2.2
Kyrgyzstan,,0.0,0.02,0.0,0.07,0.02,1.66,1.99,0.11,0.18
Guinea-Bissau,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,,,0.0,0.0,0.0,0.0,,,0.0,
Gabon,0.43,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
Gambia,,,0.0,0.32,0.2,1.14,,,0.0,0.0
Seychelles,,1.26,,3.07,,,3.43,1.35,1.37,0.08
Kuwait,,,1.38,0.86,1.52,1.85,0.63,1.56,2.02,1.96
Niger,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egypt,50.0,1.41,1.02,0.46,0.47,0.0,0.0,0.0,0.0,
Burkina Faso,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,,,0.0,,0.0,0.0,,,,0.0
Trinidad and Tobago,0.02,13.74,0.26,0.72,2.56,2.23,,,,0.0
Bermuda,,,,2.57,2.5,3.15,1.4,2.08,0.23,0.29
Eritrea,,,0.0,0.0,,,,,,
Saint Vincent and the Grenadines,19.46,14.12,1.14,0.67,3.97,1.52,0.0,0.0,0.0,0.0
Mauritania,,0.0,,1.37,0.0,0.0,0.0,,0.0,0.0
