Country,1964-1971,1972-1977,1978-1983,1984-1989,1990-1995,1996-2001,2002-2012
Greece,0.29,0.19,0.22,0.16,0.22,0.18,0.17
"Moldova, Republic of",,,1.38,1.28,1.7,1.77,0.68
Ukraine,,,0.74,0.84,1.09,1.49,1.33
Cyprus,,,,,,,0.73
United States,1.24,1.69,1.84,2.01,2.37,2.0,1.77
ussr,,,1.01,0.83,0.86,,
Georgia,,,0.27,0.47,0.3,0.15,0.14
Czechia,,,,0.65,1.01,0.48,0.25
scg,,,,,,0.41,0.57
"Venezuela, Bolivarian Republic of",0.64,0.67,0.6,0.74,1.29,,
Bahamas,,1.05,0.95,2.67,2.57,,
Uzbekistan,,,0.9,0.43,0.34,0.35,0.35
Bermuda,,,11.25,,,,
"Taiwan, Province of China",0.35,,,,,,
Costa Rica,0.45,0.8,0.79,1.14,0.62,,
Türkiye,,,,,,,0.13
Hungary,1.67,1.48,1.6,1.41,0.98,1.1,0.76
North Macedonia,,,,,0.3,0.31,0.39
Netherlands,0.3,0.4,0.39,0.41,0.42,0.36,0.52
Mexico,1.51,1.53,1.64,2.09,2.26,,
Denmark,0.78,0.71,0.96,1.0,0.68,0.48,0.37
Antigua and Barbuda,,3.53,,,,,
deu_east,,0.43,,0.75,0.66,,
Turkmenistan,,,0.54,0.46,0.3,0.38,
Russian Federation,,,1.39,1.04,1.63,1.87,
Kazakhstan,,,0.82,0.77,1.02,1.17,1.23
Sweden,0.74,0.52,0.58,0.41,0.58,0.29,0.27
deu_west,1.17,1.02,0.93,0.81,0.58,,
Suriname,0.56,0.71,0.55,0.95,0.7,,
Latvia,,,1.09,1.0,1.09,2.24,0.7
