Country,1996-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Thailand,0.33,0.27,0.24,0.22,0.2,0.22
Malta,0.4,0.3,0.25,0.23,0.21,0.24
Antigua and Barbuda,0.58,0.34,0.32,0.28,0.25,0.27
Belgium,0.33,0.27,0.25,0.22,0.2,0.23
Guatemala,0.34,0.28,0.24,0.22,0.21,0.23
Luxembourg,0.38,0.29,0.26,0.23,0.21,0.23
South Sudan,,,,0.35,0.25,0.28
Kazakhstan,0.35,0.28,0.24,0.22,0.2,0.21
Hong Kong,0.37,0.29,0.26,0.25,0.23,0.25
Norway,0.33,0.27,0.24,0.22,0.2,0.23
Brunei Darussalam,0.4,0.35,0.28,0.24,0.22,0.24
Ukraine,0.35,0.28,0.24,0.22,0.2,0.23
Liechtenstein,0.58,0.37,0.32,0.28,0.26,0.25
Mexico,0.33,0.27,0.24,0.22,0.2,0.21
Serbia,0.34,0.29,0.25,0.22,0.21,0.23
Zimbabwe,0.34,0.28,0.24,0.22,0.21,0.23
Latvia,0.35,0.28,0.25,0.22,0.21,0.23
Armenia,0.41,0.31,0.26,0.23,0.21,0.24
Myanmar,0.34,0.29,0.27,0.23,0.21,0.23
Angola,0.34,0.28,0.26,0.23,0.21,0.22
India,0.33,0.27,0.24,0.22,0.2,0.22
Cayman Islands,0.58,0.38,0.32,0.29,0.27,0.27
Djibouti,0.45,0.36,0.3,0.25,0.23,0.25
"Virgin Islands, U.S.",,0.39,0.35,0.31,0.28,0.31
