Country,2000-2002,2003-2005,2006-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Eswatini,0.67,3.67,14.0,27.5,37.0,48.5,72.0,78.5,88.0,92.0
Kyrgyzstan,0.0,1.0,3.67,8.0,11.5,22.5,32.5,41.5,45.0,52.0
Oman,20.0,21.67,27.0,38.5,39.0,40.5,41.0,49.5,60.5,68.5
Timor-Leste,0.0,0.0,4.0,5.0,7.5,16.5,20.5,28.5,44.0,62.0
Myanmar,0.0,0.33,4.67,10.5,19.0,30.0,44.5,58.5,70.5,71.5
Bulgaria,6.33,10.0,13.0,18.0,23.5,28.0,34.0,45.0,53.5,58.0
Colombia,2.0,6.67,12.67,17.0,30.5,40.0,50.5,55.0,71.0,68.0
Rwanda,0.0,3.67,20.67,35.5,45.5,57.0,70.0,78.5,84.5,90.5
"Congo, The Democratic Republic of the",0.0,1.0,3.67,7.0,11.5,18.0,28.5,42.5,55.0,78.0
Syrian Arab Republic,0.0,4.0,6.0,10.0,17.0,22.5,26.5,38.0,50.5,51.0
Slovakia,8.0,21.67,32.0,33.0,37.5,47.5,58.0,70.5,,
Netherlands,47.67,52.0,56.33,63.5,69.0,75.0,79.5,83.0,86.5,88.0
Indonesia,0.0,0.0,2.33,4.5,5.5,8.5,13.0,18.5,24.5,30.5
France,73.0,73.0,73.0,73.5,74.0,75.0,80.5,80.5,80.0,
Uganda,0.67,5.33,12.0,20.0,29.5,49.5,61.5,75.5,80.5,83.5
Liberia,0.0,0.0,3.67,9.0,14.0,17.0,21.0,36.5,49.5,66.5
Dominican Republic,0.0,1.33,9.67,18.0,25.0,30.5,36.5,42.5,48.5,59.5
Peru,0.33,3.33,11.67,25.5,35.0,41.5,51.0,61.5,73.0,80.0
Germany,,,,70.0,73.0,76.5,80.0,81.5,84.5,87.0
Mali,0.0,2.33,11.0,19.5,25.0,25.5,31.0,37.0,41.5,47.5
Poland,19.67,28.67,37.67,42.5,48.0,54.5,59.5,63.5,69.0,71.0
Malta,24.33,23.0,27.0,35.5,40.0,44.5,50.5,57.0,65.0,63.5
El Salvador,1.0,9.33,26.33,39.5,43.5,47.5,50.5,53.0,61.0,65.5
Lesotho,0.0,1.33,14.0,31.0,36.0,43.0,57.0,70.0,79.0,85.0
Algeria,7.0,9.33,15.0,20.5,26.5,37.5,50.0,58.0,63.5,64.5
North Macedonia,11.33,8.0,16.67,21.5,28.5,35.0,47.5,54.5,58.0,
Bhutan,0.0,0.33,2.67,6.0,10.5,18.0,29.5,43.0,49.0,55.0
Slovenia,25.67,23.33,29.33,33.0,41.0,51.0,64.0,76.0,81.0,83.5
Maldives,0.0,0.0,55.67,74.0,71.5,72.5,68.0,60.0,71.0,68.5
