Country,1990-1994,1995-1999,2000-2004,2005-2009,2010-2014,2015-2018,2019-2022
Oman,2.92,2.04,1.58,1.42,1.3,1.28,1.2
Romania,2.92,3.86,1.84,1.5,1.02,0.88,0.75
Saint Kitts and Nevis,2.22,2.02,1.74,1.52,1.5,1.48,1.35
Turkmenistan,4.08,3.68,3.1,2.6,2.14,1.95,1.8
Benin,27.22,23.14,20.12,17.64,15.44,13.6,12.1
Slovenia,1.12,0.9,0.7,0.56,0.46,0.4,0.3
New Zealand,1.12,0.94,0.76,0.62,0.54,0.45,0.4
Congo,20.6,15.52,11.58,8.06,5.42,4.12,4.1
Singapore,0.92,0.7,0.54,0.44,0.38,0.3,0.3
Central African Republic,17.44,16.5,16.36,16.56,15.96,14.68,13.35
Libya,4.52,3.32,2.44,1.92,1.86,1.4,1.23
Morocco,5.38,4.2,3.24,2.54,2.04,1.72,1.5
Bangladesh,16.88,10.92,6.34,6.4,4.34,3.25,2.7
Algeria,5.0,4.12,3.3,2.6,2.18,1.85,1.45
Cabo Verde,2.8,2.84,2.04,1.66,1.24,0.95,0.82
Sao Tome and Principe,13.2,11.62,8.24,5.24,3.22,2.03,1.5
Egypt,4.96,3.6,2.82,2.68,2.66,2.35,1.95
Madagascar,21.4,17.54,14.82,12.36,10.8,10.92,11.9
Germany,0.88,0.68,0.56,0.48,0.4,0.4,0.4
Gambia,19.7,15.9,12.6,9.9,7.78,6.3,5.3
Russian Federation,2.8,2.52,2.22,1.7,1.3,1.03,0.75
Eswatini,5.94,7.56,9.34,10.16,10.44,10.07,9.2
Paraguay,3.94,3.08,2.32,1.7,1.22,0.95,0.82
Burkina Faso,27.96,25.98,22.78,18.8,15.46,13.22,11.5
France,0.9,0.74,0.6,0.48,0.4,0.4,0.4
Mexico,2.26,1.74,1.48,1.36,1.24,1.1,1.1
Turks and Caicos Islands,1.4,1.12,0.92,0.8,0.7,0.7,0.62
