Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
"Bolivia, Plurinational State of",0.16,0.28,0.2,0.21,0.21,0.21,0.2,0.19,0.19,0.18,0.17
Nicaragua,0.04,0.08,0.15,0.16,0.14,0.14,0.13,0.12,0.1,0.09,0.08
Cabo Verde,0.57,0.53,0.52,0.51,0.5,0.42,0.38,0.4,0.44,0.44,0.37
Chile,0.06,0.12,0.16,0.15,0.1,0.1,0.16,0.21,0.23,0.24,0.24
Egypt,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04
"Tanzania, United Republic of",7.03,6.22,5.16,4.31,3.7,3.11,2.58,2.27,1.95,1.4,0.7
Papua New Guinea,0.09,0.2,0.35,0.53,0.62,0.52,0.38,0.37,0.38,0.5,0.62
Iraq,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Guyana,0.18,0.4,0.53,0.8,1.0,0.93,0.76,0.61,0.56,0.61,0.6
Lao People's Democratic Republic,0.01,0.02,0.07,0.12,0.15,0.17,0.17,0.17,0.16,0.15,0.14
Oman,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03
Jamaica,1.24,1.13,0.97,0.89,0.84,0.72,0.63,0.6,0.52,0.51,0.53
"Iran, Islamic Republic of",0.01,0.01,0.03,0.06,0.11,0.1,0.06,0.03,0.03,0.03,0.03
Central African Republic,6.47,6.66,5.61,4.31,3.43,2.82,2.33,2.12,1.84,1.68,1.62
Maldives,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Suriname,0.8,0.88,0.92,0.93,0.91,0.79,0.75,0.72,0.64,0.68,0.73
Fiji,0.01,0.02,0.02,0.03,0.05,0.06,0.08,0.11,0.15,0.21,0.29
Denmark,0.07,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02
Uruguay,0.12,0.14,0.15,0.16,0.19,0.21,0.22,0.23,0.24,0.24,0.24
Kyrgyzstan,0.01,0.01,0.01,0.03,0.04,0.1,0.13,0.13,0.13,0.12,0.11
Namibia,6.4,12.08,13.61,11.5,9.66,7.62,5.91,5.16,4.3,3.52,2.61
Cameroon,1.84,3.44,4.42,4.05,3.1,2.41,1.87,1.37,1.03,0.73,0.45
