Country,1971-1981,1982-1991,1992-2001,2002-2011,2012-2021
Madagascar,0.0,0.0,0.0,0.0,0.07
Bermuda,0.0,0.0,0.0,0.0,0.0
Cyprus,0.0,0.0,0.0,0.0,0.0
Dominica,0.0,0.0,0.0,0.0,0.0
Paraguay,0.0,0.0,0.0,0.09,0.1
Thailand,0.0,0.21,0.27,1.23,0.76
Central African Republic,0.0,0.0,0.0,0.0,0.0
South Africa,0.0,0.23,0.49,0.84,0.47
Saint Vincent and the Grenadines,0.0,0.0,0.0,0.0,0.0
Kiribati,0.0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina,,,0.0,0.0,0.0
Montenegro,,,,0.0,0.0
Uruguay,0.0,0.0,0.0,0.01,0.02
United Arab Emirates,38.23,24.37,17.44,22.33,17.29
Nepal,0.0,0.0,0.0,0.0,0.0
Namibia,,0.0,0.0,0.0,0.0
Switzerland,0.0,0.0,0.0,0.0,0.0
Congo,15.76,20.69,34.47,41.97,27.36
Ireland,0.0,0.0,0.0,0.0,0.0
Libya,,31.53,25.13,53.85,30.66
Saudi Arabia,53.96,32.0,30.13,43.28,29.18
Finland,0.0,0.0,0.0,0.01,0.04
Albania,,3.8,1.48,1.19,1.7
Mongolia,0.0,0.0,0.03,0.85,1.91
Oman,54.52,38.85,32.55,36.64,24.35
Guatemala,0.09,0.23,0.4,0.7,0.21
Senegal,0.0,0.0,0.0,0.0,0.0
Liberia,,,0.0,0.0,0.0
