Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2021-2021
Paraguay,40.95,42.05,36.45,33.15,25.15,22.6,22.6,23.7,21.0,19.6,19.7,20.8
Togo,,94.7,,93.5,,,94.2,,,84.0,,86.8
Rwanda,93.9,,,93.4,92.9,,,92.2,,,,
Lithuania,18.25,7.4,7.75,8.7,6.4,6.3,4.8,4.9,4.4,2.9,1.6,1.2
Egypt,77.7,,77.5,70.6,67.8,,64.5,,72.6,,68.8,
Eswatini,,,87.2,,,,,78.1,,,,
Luxembourg,0.1,0.0,0.15,0.25,0.3,0.3,0.7,0.5,0.9,0.7,0.3,0.3
Niger,98.1,97.9,,97.7,,96.7,,,,95.0,,96.3
Switzerland,,0.4,0.25,0.25,0.05,0.1,0.1,0.1,0.1,0.2,0.2,
Hungary,6.55,4.0,3.65,5.6,7.55,5.4,3.9,3.3,4.0,2.8,2.5,2.2
Malawi,97.2,,,96.2,,,,96.8,,,97.3,
Ghana,91.0,,,,80.5,,,78.5,,,,
Bangladesh,90.9,,,89.4,,,,86.9,,,,
Djibouti,,,,,78.3,,,,78.5,,,
Slovakia,6.75,3.35,3.9,3.2,4.3,4.8,4.3,4.3,2.7,3.4,2.0,2.4
Belgium,0.45,0.4,0.3,0.55,0.5,0.3,0.2,0.3,0.4,0.2,0.2,0.2
Namibia,,,73.3,,,,57.3,,,,,
Guyana,,,,,,,,,,,,
Germany,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0,0.2,0.2,
Georgia,70.85,73.4,70.35,69.8,62.75,57.0,56.2,56.3,53.9,53.9,54.2,55.4
France,0.3,0.15,0.25,0.25,0.25,0.2,0.3,0.3,0.1,0.1,0.4,0.5
Nigeria,,,,90.8,90.5,,89.5,,,90.8,,
China,78.5,,69.5,60.7,50.7,42.3,37.9,34.2,32.0,28.1,24.7,
Montenegro,,,,,24.8,22.6,21.3,17.3,17.2,18.5,15.2,12.2
Marshall Islands,,,,,,,,,,,31.5,
"Moldova, Republic of",72.75,37.2,33.5,28.55,23.5,19.9,17.7,17.7,17.5,14.6,14.7,14.4
