Country,1800-1954,1955-1961,1962-1967,1968-1973,1974-1979,1980-1985,1986-1991,1992-1997,1998-2003,2004-2009
Chile,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Eswatini,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Lithuania,2.17,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Qatar,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Chad,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Norway,1.29,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
Argentina,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Solomon Islands,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Peru,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Uruguay,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Niger,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Comoros,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Benin,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Bosnia and Herzegovina,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Fiji,2.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Australia,1.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5
Denmark,1.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.17
Bangladesh,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Honduras,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
New Zealand,3.29,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.67,2.0
Congo,2.86,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Türkiye,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Canada,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Czechia,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Mauritius,2.57,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
