Country,1800-1831,1832-1863,1864-1895,1896-1927,1928-1959,1960-1991,1992-2022
United Kingdom,2.47,4.0,8.25,9.87,9.71,11.64,10.48
Croatia,0.07,0.1,0.16,0.28,0.6,2.93,5.27
Gabon,0.01,0.01,0.01,0.01,0.03,5.19,3.32
Canada,0.01,0.04,1.3,7.27,9.88,15.9,16.59
United States,0.08,0.81,3.97,12.28,14.29,19.58,19.51
Grenada,0.01,0.01,0.02,0.04,0.09,0.55,2.09
Bhutan,0.0,0.0,0.0,0.0,0.01,0.06,0.91
Lithuania,0.0,0.0,0.05,0.19,1.45,8.7,7.08
Pakistan,0.01,0.01,0.01,0.01,0.07,0.41,0.83
"Palestine, State of",0.01,0.01,0.01,0.02,0.04,0.21,0.54
Jordan,0.07,0.08,0.09,0.12,0.31,2.5,3.73
Mozambique,0.0,0.0,0.01,0.01,0.07,0.58,0.36
Uruguay,0.01,0.01,0.01,0.03,0.51,1.8,2.69
Eswatini,0.0,0.0,0.0,0.01,0.01,0.59,1.07
Guatemala,0.0,0.0,0.0,0.0,0.08,0.65,0.92
Azerbaijan,0.0,0.0,0.16,0.62,3.05,4.87,3.52
Congo,0.03,0.04,0.04,0.06,0.12,0.46,0.5
Somalia,0.01,0.01,0.01,0.01,0.02,0.09,0.06
Hungary,0.02,0.06,0.55,1.33,2.09,7.86,7.1
Morocco,0.0,0.0,0.0,0.0,0.13,0.74,1.62
Finland,0.01,0.02,0.06,0.28,1.47,12.16,13.61
Suriname,0.24,0.27,0.31,0.44,0.9,4.29,3.85
Kenya,0.04,0.04,0.05,0.07,0.16,0.38,0.42
