Country,1968-1972,1973-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Côte d'Ivoire,2323999.94,3396000.0,3536000.06,2541999.98,4006000.09,1288000.01,1950000.02,4285999.97,5743726.25,2724371.77,1950685.33
Qatar,95000.0,442000.01,176000.0,894000.02,258000.0,96000.0,-256666.66,620000.0,,,
Lebanon,4448000.03,1261999.96,1879999.96,709999.99,763999.99,3245999.96,931999.99,796000.0,1492640.66,382269.47,1093681.95
Kenya,3102000.0,2803999.97,6190000.1,5788000.01,9314000.23,6142000.13,5593999.96,5294000.05,8262897.59,5385970.59,2898149.68
Yemen,2204000.0,7116000.08,12888000.3,8167999.94,11784000.02,3951999.97,6390000.06,4834000.11,5237735.56,4456507.49,3633540.89
kos,,,,,,,,,976143.03,373226.87,367824.83
Guinea,1695999.98,2109999.95,7352000.05,5526000.02,10043999.96,3854000.09,2777999.97,2558000.02,5745744.42,5666375.83,8368035.98
Jordan,5655999.95,2904000.0,3310000.04,1959999.97,2476000.0,790000.0,649999.99,640000.0,954298.93,552942.79,538311.65
Nigeria,4120000.03,5827999.93,12363999.94,6394000.05,9329999.83,15887999.82,8804000.09,9176000.02,14048641.01,9715126.51,3881561.57
Pakistan,4522000.03,4997999.91,11188000.11,11252000.05,18524000.36,10366000.08,6385999.97,9684000.11,10398611.45,5898559.95,1753959.89
Senegal,2043999.98,2252000.05,3619999.93,7354000.09,8180000.11,3068000.01,2653999.97,4208000.04,3800609.3,3763390.3,4225574.78
Burundi,1768000.01,2889999.96,5646000.0,6627999.97,8247999.95,4514000.03,6191999.91,6140000.06,9623711.2,7970109.37,13604587.17
Saudi Arabia,996000.0,2324000.02,5000000.05,8647999.95,2182000.03,306000.02,-130000.0,50000.0,,,
Iraq,2912000.04,2425999.99,3286000.01,1956000.02,1590000.04,1806000.02,-106000.01,2345000.03,3012206.89,1907958.7,706918.3
Cuba,1131999.99,2613999.99,3074000.05,2715999.98,2282000.02,1667999.99,848000.0,858000.0,740966.75,585322.89,561047.21
Guyana,537500.01,1138000.01,1596000.02,984000.02,3303999.95,931999.99,1066000.01,931999.98,839267.96,589937.56,407150.87
Azerbaijan,,,,,,1510000.04,2100000.02,2576000.07,1495345.45,749762.56,421129.98
Mauritius,710000.0,978000.01,1185999.98,787999.99,914000.0,538000.0,290000.0,422000.01,1015603.11,541632.8,950788.64
Bhutan,,839999.98,3212000.01,5417999.94,7809999.94,2848000.0,2584000.02,1813999.99,1480250.62,891549.85,820585.48
"Congo, The Democratic Republic of the",4000000.0,3778000.02,8265999.98,6175999.89,10164000.03,9211999.99,9878000.07,13152000.05,18803962.52,15005566.6,14023678.78
Tonga,27500.0,212000.0,542000.0,449999.99,350000.0,196000.0,62000.0,20000.0,157384.78,74955.59,76891.45
Serbia,,,,,,,1399999.98,1215000.02,1219311.18,476204.12,437854.39
Cayman Islands,,135000.0,136000.0,102000.0,134000.0,37500.0,20000.0,,,,
Thailand,2854000.0,3014000.03,6036000.01,4557999.99,6278000.16,3325999.98,1500000.01,1396000.02,1215458.85,800085.97,555896.06
Uzbekistan,,,,,,1615999.98,1357999.99,2929999.97,5772477.91,3483953.38,1167969.13
Zimbabwe,63333.34,55000.0,1587500.02,3449999.9,4126000.02,3832000.06,2726000.02,3088000.01,6844645.74,6644984.63,5436563.92
Nepal,1780000.01,4336000.01,9324000.17,11871999.93,18266000.18,7104000.0,7933999.92,7065999.98,10605510.9,7784312.25,6854587.65
