Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2022
Liechtenstein,,25.06,35.32,45.61,58.69,61.76,57.35,51.29,35.66
Russian Federation,,,5.8,9.66,14.58,19.88,28.29,28.85,19.65
Botswana,0.12,0.3,0.65,0.94,2.34,6.21,7.23,7.14,5.15
Antigua and Barbuda,,2.65,2.86,9.42,25.11,45.39,47.14,35.33,27.72
Slovakia,2.41,4.87,8.46,10.31,14.82,27.16,23.68,18.76,12.4
Bulgaria,,,9.54,15.8,25.45,33.39,32.48,27.06,14.58
Cameroon,,,0.19,0.28,0.39,0.6,0.8,3.6,3.59
Philippines,0.26,0.39,0.74,0.94,1.13,3.23,4.15,3.5,3.96
Brazil,0.93,1.19,2.73,4.96,6.59,13.14,21.19,21.71,16.33
Tajikistan,,,2.51,3.73,4.52,3.75,3.89,5.02,5.3
Timor-Leste,,,,,,,0.24,0.27,0.17
Bermuda,22.41,28.36,36.21,51.76,67.35,86.61,88.48,78.21,36.8
Nicaragua,,0.7,0.87,1.1,1.29,2.7,4.08,5.0,4.2
"Korea, Republic of",0.76,1.18,4.33,14.1,32.14,48.13,50.18,58.56,48.49
Oman,0.03,0.06,0.83,2.23,6.15,9.26,10.38,9.45,11.88
Mali,0.04,0.05,0.06,0.08,0.13,0.28,0.54,0.74,1.22
Mozambique,0.16,0.25,0.28,0.31,0.37,0.43,0.38,0.35,0.23
Jordan,1.26,1.15,2.08,4.64,7.18,10.02,10.5,5.73,3.71
Peru,0.71,0.9,1.56,2.0,2.64,5.93,8.39,10.81,7.77
Germany,4.95,8.97,19.75,31.36,41.76,57.64,65.93,61.15,49.22
China,,,0.2,0.28,0.99,7.83,24.18,20.09,13.36
Greece,2.96,7.97,20.15,29.95,40.86,50.13,54.24,50.97,47.27
Dominican Republic,,,1.89,2.21,5.49,9.2,9.99,11.25,11.34
Cuba,2.17,2.18,2.09,2.71,3.17,3.83,7.78,10.72,12.8
Kuwait,1.61,4.04,8.72,11.7,19.54,23.58,22.19,15.33,13.03
French Polynesia,1.31,2.91,5.88,11.36,18.58,21.43,19.84,20.43,33.16
Kenya,0.3,0.32,0.41,0.57,0.8,0.96,1.04,0.69,0.13
Palau,,,,,,,37.96,39.37,44.47
Egypt,0.83,0.83,0.89,1.5,3.08,6.2,12.65,8.93,8.32
