Country,1976-1979,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2018,2019-2021
Burundi,2.19,0.03,0.17,-0.05,-3.15,0.19,0.01,-5.69,-0.47,-1.83,-1.5,7.24
Central African Republic,0.08,0.27,-0.01,-0.04,1.53,0.03,-0.03,-1.36,-0.11,1.55,1.53,-1.55
South Sudan,,,,,,,,,,-2.59,-0.63,4.83
"Taiwan, Province of China",-0.04,0.3,0.25,1.8,0.08,-0.13,1.31,-0.24,0.06,0.28,1.24,0.04
Gambia,-1.03,-0.55,0.08,0.0,-1.49,0.05,0.08,-0.14,-0.01,-0.83,5.66,-0.88
Poland,-0.27,0.25,-0.04,2.97,0.05,-0.19,-0.11,0.44,-0.26,0.66,-1.66,-0.88
Colombia,-0.04,0.11,0.12,0.06,0.33,-0.14,0.63,-0.3,0.31,-0.18,0.35,0.15
Egypt,-0.02,-1.73,0.05,-1.87,0.11,-0.16,-0.27,0.21,1.54,0.87,-0.21,-0.52
Bosnia and Herzegovina,,,,,-0.02,-0.55,0.06,-0.04,-0.02,0.1,-0.1,-0.94
Netherlands,-0.03,-0.62,0.24,-0.01,-0.02,0.01,0.38,-0.02,0.02,-0.21,-0.05,-0.01
Finland,0.07,-0.0,0.25,-0.0,0.01,0.0,0.02,0.01,-0.02,-0.42,0.16,-0.68
Czechia,0.02,0.9,0.2,3.3,-0.0,-0.04,0.15,0.12,0.17,0.74,-1.28,0.66
Saudi Arabia,0.39,-0.09,0.39,-0.24,-0.07,0.01,-0.09,0.03,-0.0,0.22,0.73,1.28
"Palestine, State of",,,,0.02,1.44,-0.22,-0.02,0.43,0.29,-0.85,-3.22,-2.28
Cabo Verde,1.06,0.05,-0.02,0.4,0.1,0.0,0.02,0.08,-0.01,0.05,-0.04,0.26
Lebanon,2.37,-3.52,0.3,-0.23,0.41,-0.34,-0.02,1.68,0.2,-0.16,0.39,-1.37
Gabon,0.02,-0.03,0.12,0.11,0.04,-0.06,-0.01,-0.06,0.79,2.87,-0.88,-1.21
Morocco,-0.03,-0.01,0.06,0.28,0.17,0.53,-0.07,0.35,0.63,-0.82,1.35,-0.05
Mali,0.02,-0.01,-0.51,1.21,-2.29,-1.53,0.18,-0.17,-0.72,2.48,-1.09,1.36
Mongolia,-0.02,0.0,0.04,-2.42,-0.55,-0.07,-1.94,-0.26,0.42,-0.75,-0.69,-1.1
Kenya,-0.02,-1.21,0.19,1.08,0.5,-0.12,1.15,-0.18,0.65,0.55,-0.3,2.53
Namibia,,,,0.37,0.16,-0.18,-0.17,0.07,0.13,0.01,0.14,-2.01
Suriname,0.02,-1.89,-0.16,0.17,0.4,0.02,-0.13,0.05,-0.36,-0.48,-0.24,1.79
