Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Bulgaria,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Portugal,0.27,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.55,0.5
Argentina,0.1,0.2,0.27,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4
El Salvador,0.1,0.2,0.3,0.4,0.43,0.5,0.53,0.6,0.5,0.5,0.5,0.5
Bahamas,1.37,1.7,1.87,1.83,1.7,1.7,1.6,1.47,1.27,1.15,1.05,0.95
Viet Nam,0.1,0.1,0.2,0.27,0.3,0.3,0.4,0.4,0.4,0.4,0.35,0.3
Chad,1.2,1.73,2.03,2.0,1.87,1.67,1.6,1.5,1.37,1.3,1.2,1.05
Uganda,9.37,9.0,8.3,7.47,6.83,6.5,6.33,6.23,6.0,5.75,5.45,5.15
Slovenia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Brazil,0.2,0.2,0.27,0.3,0.37,0.4,0.47,0.5,0.5,0.5,0.55,0.6
Colombia,0.1,0.2,0.27,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.45,0.5
Lebanon,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
India,0.13,0.37,0.53,0.57,0.5,0.4,0.33,0.3,0.27,0.2,0.2,0.2
Mauritania,0.23,0.33,0.47,0.6,0.6,0.6,0.5,0.43,0.37,0.3,0.3,0.3
Saudi Arabia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Denmark,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Venezuela, Bolivarian Republic of",0.1,0.1,0.2,0.33,0.47,0.6,0.57,0.5,0.5,0.5,0.5,0.5
Burkina Faso,2.4,2.53,2.3,1.9,1.6,1.33,1.17,1.03,0.87,0.75,0.65,0.6
Zimbabwe,19.5,24.7,25.03,22.77,19.8,17.27,15.83,15.17,14.37,13.35,12.35,11.3
Niger,0.33,0.6,0.77,0.8,0.73,0.53,0.4,0.3,0.27,0.2,0.2,0.2
Georgia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.23,0.3,0.3,0.3
Sierra Leone,0.8,1.17,1.5,1.67,1.7,1.7,1.67,1.6,1.53,1.5,1.45,1.4
Montenegro,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Germany,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1
Honduras,0.5,0.73,0.87,0.87,0.73,0.57,0.47,0.37,0.3,0.25,0.2,0.2
Slovakia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Canada,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Timor-Leste,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.13,0.2,0.2,0.2
