Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
South Africa,0.64,0.34,0.35,0.11,-0.11,-0.06,-0.13,-0.05,-0.18
Uruguay,1.05,0.98,1.16,1.3,1.36,1.31,1.23,1.28,1.6
Brunei Darussalam,0.39,0.33,0.22,0.77,0.68,0.53,0.72,1.01,1.2
China,-0.28,-0.51,-0.58,-0.54,-0.44,-0.3,-0.29,-0.19,0.02
Palau,,,,-0.41,-0.54,0.21,0.54,0.56,0.6
United States,1.57,1.8,1.42,1.33,1.32,1.35,1.32,1.11,1.06
Eritrea,0.51,-0.02,-0.36,-0.46,-0.78,-1.19,-1.28,-1.37,-1.27
Guam,,0.37,0.78,0.82,0.78,1.18,1.18,1.22,1.28
"Iran, Islamic Republic of",-0.45,-0.3,-0.51,-0.82,-0.79,-0.67,-0.91,-1.09,-1.12
Poland,0.73,0.3,0.26,0.47,0.62,0.71,0.66,0.61,0.53
Eswatini,0.02,-0.13,-0.12,-0.01,-0.21,-0.23,-0.15,-0.31,-0.69
Croatia,-0.4,0.24,0.08,-0.04,0.04,0.19,0.05,0.11,0.09
Azerbaijan,-1.34,-1.14,-1.09,-1.2,-1.1,-0.94,-0.88,-0.96,-0.94
Cuba,0.33,0.28,0.27,0.28,0.2,0.08,0.18,-0.07,-0.05
Canada,2.04,1.91,1.94,2.03,1.92,1.87,1.84,1.65,1.64
Tajikistan,-1.26,-1.21,-1.09,-1.24,-1.27,-1.15,-1.39,-1.35,-1.39
Hong Kong,1.35,1.77,1.85,1.91,1.74,1.58,1.6,1.63,1.65
"Moldova, Republic of",-0.49,-0.97,-0.66,-0.67,-0.66,-0.92,-0.79,-0.61,-0.41
Paraguay,-1.29,-1.41,-1.24,-0.83,-0.86,-0.93,-0.81,-0.88,-1.06
Bangladesh,-0.98,-1.53,-1.3,-1.06,-0.95,-0.87,-0.89,-1.01,-1.03
Yemen,-0.9,-1.02,-0.83,-1.02,-1.25,-1.59,-1.64,-1.71,-1.67
