Country,1971-1974,1975-1978,1979-1982,1983-1986,1987-1990,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011
France,0.02,0.03,0.13,0.32,0.44,0.52,0.56,0.58,0.61,0.63,0.62,0.58
Romania,,,,,,,0.01,0.02,0.02,0.02,0.03,0.05
Ukraine,,,,,0.13,0.12,0.12,0.13,0.14,0.16,0.17,0.16
Brazil,,,,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
Russian Federation,,,,,0.07,0.07,0.06,0.07,0.08,0.09,0.1,0.1
Switzerland,0.06,0.11,0.19,0.26,0.3,0.29,0.3,0.31,0.32,0.3,0.32,0.3
"Korea, Republic of",,0.0,0.01,0.03,0.09,0.11,0.13,0.17,0.21,0.25,0.27,0.27
China,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,0.03,0.09,0.1,0.13,0.19,0.22,0.23,0.22,0.24,0.24,0.24,0.23
South Africa,,,,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02
Czechia,,,,0.02,0.1,0.1,0.11,0.11,0.13,0.22,0.22,0.23
India,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,0.01,0.05,0.08,0.12,0.14,0.13,0.17,0.18,0.21,0.19,0.19,0.17
Slovenia,,,,,0.21,0.19,0.2,0.21,0.22,0.24,0.25,0.25
Spain,0.01,0.02,0.02,0.06,0.11,0.12,0.12,0.12,0.13,0.12,0.11,0.11
Lithuania,,,,,0.4,0.34,0.26,0.29,0.28,0.34,0.24,0.28
Hungary,,,,0.04,0.11,0.11,0.12,0.12,0.12,0.1,0.12,0.13
Finland,,0.05,0.2,0.33,0.34,0.33,0.33,0.37,0.37,0.38,0.38,0.37
Canada,0.04,0.08,0.13,0.19,0.25,0.26,0.29,0.22,0.21,0.23,0.25,0.23
Argentina,0.0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02
