Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019,2020-2021
Mali,2.57,1.13,2.39,1.02,2.77,4.72,1.56,1.76,4.22,4.08,4.59,3.38
El Salvador,9.48,15.66,11.99,12.28,9.97,9.64,5.25,4.38,3.8,5.51,6.75,7.16
Ghana,-5.0,-3.43,-5.71,-3.71,1.38,-0.35,-7.68,-5.98,3.97,3.47,6.02,8.83
Ukraine,,-5.34,-7.65,-10.9,-1.42,5.66,,,0.93,2.77,-0.3,-1.49
Namibia,21.08,23.53,20.79,16.92,19.02,23.24,14.11,10.6,14.07,3.16,7.21,4.47
Libya,,,,,11.41,34.54,25.45,10.65,-6.58,-3.44,7.89,-27.21
Sweden,12.42,12.4,16.88,17.25,17.33,20.29,17.84,17.21,17.33,17.8,18.86,19.7
Iraq,,,,,,17.47,18.37,20.89,11.62,8.26,15.7,6.29
Belgium,,,,,13.95,14.96,12.05,10.02,10.94,11.5,11.22,11.26
Bhutan,,,,,,30.28,24.41,30.93,20.1,24.35,21.5,15.8
Lebanon,,,,,-19.92,-4.34,-8.94,-19.33,-18.86,-16.85,-24.45,-24.0
Slovenia,,9.64,10.57,10.27,10.79,13.4,8.88,4.46,6.55,8.41,11.92,11.41
Poland,,6.68,8.22,5.5,3.0,6.27,6.94,7.56,9.23,9.18,10.3,10.95
Togo,4.48,-4.11,-5.06,-0.27,5.31,0.17,-0.66,-4.8,4.27,2.9,7.53,12.25
Brunei Darussalam,,,,15.55,18.96,22.82,29.49,37.29,36.12,35.08,30.49,27.54
Paraguay,,12.53,12.66,9.05,17.29,16.74,15.62,16.97,17.5,20.11,17.33,17.35
Madagascar,21.74,10.17,-7.23,-1.45,-2.54,1.7,3.37,-4.85,-3.32,-0.31,5.73,-3.8
Estonia,,,,10.35,10.54,13.37,9.16,12.86,12.7,13.78,15.44,15.39
Gabon,-18.81,-21.26,-6.17,-7.85,-4.03,0.69,0.1,0.91,12.01,,,
Georgia,,,3.04,2.01,5.24,1.23,-8.45,-0.66,0.17,2.65,5.32,-4.47
Ireland,,,,,,18.26,9.31,9.38,15.14,15.17,15.65,17.14
Haiti,3.39,2.27,20.76,10.35,5.6,6.97,10.35,9.39,6.3,7.44,8.34,9.87
Comoros,2.63,3.73,,,-3.11,2.52,5.17,2.95,2.52,0.64,3.38,3.43
