Country,1971-1979,1980-1984,1985-1993,1994-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
Sudan,,,,1.21,1.19,1.16,1.1,1.03,
Brazil,0.81,0.97,1.08,1.16,,,1.26,1.26,1.29
Tajikistan,,,,0.42,0.42,0.49,0.52,0.66,
Mali,0.12,0.13,0.16,0.34,0.51,0.44,0.41,0.43,0.49
"Moldova, Republic of",,,,1.24,1.26,1.29,1.24,1.23,1.26
"Palestine, State of",,,,0.86,0.98,1.16,1.27,1.35,1.37
Burkina Faso,0.19,0.28,0.3,0.3,0.36,0.47,0.49,0.5,0.57
Andorra,,,,,1.02,1.22,1.38,1.3,1.14
Saint Kitts and Nevis,1.65,1.55,1.08,,,1.52,,1.22,
Viet Nam,0.47,0.3,,0.75,0.74,0.95,0.94,1.06,0.99
Ireland,0.6,0.73,0.86,1.08,1.2,1.18,1.06,1.08,1.14
Guinea,0.16,0.26,0.16,0.08,0.2,0.3,0.37,0.43,0.42
Japan,0.45,0.51,0.6,0.83,,,0.92,0.95,0.98
Cayman Islands,,,,,,1.55,,,
Sao Tome and Principe,,,,,,0.93,1.02,1.0,
Yemen,,,0.21,0.27,0.36,0.41,0.44,,
Iraq,0.36,0.47,0.54,0.54,0.57,,,,
Zimbabwe,,0.48,0.44,,,,0.66,0.81,0.95
Russian Federation,1.16,1.24,1.21,,1.25,1.25,1.22,1.16,1.14
Liechtenstein,,,,,0.39,0.48,0.57,0.53,0.59
Comoros,,,0.37,0.7,0.7,0.64,0.78,0.8,
Egypt,0.41,0.49,0.47,,0.83,0.87,0.92,0.99,1.02
Türkiye,0.26,0.44,0.53,0.65,0.74,0.78,0.86,0.89,0.97
Aruba,,,,1.25,1.34,1.31,1.37,1.53,
Botswana,0.4,0.47,0.74,0.8,0.88,0.79,,1.27,1.35
Chile,0.67,0.76,0.81,0.88,0.95,1.02,1.09,1.11,1.16
Bulgaria,1.18,1.2,1.21,1.35,1.18,1.22,1.23,1.2,1.2
